Fecha y hora;Departamento;Jurisdicción ;Vehículo;Edad;Sexo;Fallecido a los (Días);Tipo de Siniestro;Otro vehículo;Lugar del Siniestro
02/04/2012 20:00;CANELONES;DEPARTAMENTAL;MOTO;48;M;0;COLISION ENTRE VEHICULOS;CAMION;TREINTA Y TRES esq. BALNEARIO R. BARRIOS
02/04/2012 20:40;MONTEVIDEO;DEPARTAMENTAL;MOTO;18;M;0;CAIDA;-;VERDUN esq. CAMINO DE LAS TROPAS --CERRO NORTE - LA PALOMA--
03/04/2012 07:45;MONTEVIDEO;DEPARTAMENTAL;MOTO;20;M;1;CAIDA;-;AVENIDA DE LAS LEYES esq. COLOMBIA
03/04/2012 22:40;ROCHA;DEPARTAMENTAL;MOTO;61;M;0;CAIDA;-;REPUBLICA ESPAÑOLA y AVENIDA BRASIL
04/04/2012 17:15;MONTEVIDEO;NACIONAL;MOTO;20;M;0;COLISION ENTRE VEHICULOS;CAMION;CAMINO TOMKINSON 
04/04/2012 19:40;LAVALLEJA;NACIONAL;MOTO;56;M;6;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 8 KM. 256
05/04/2012 05:15;CERRO LARGO;DEPARTAMENTAL;MOTO;Sin Dato;M;0;CAIDA;-;MIREYA esq. AVENIDA ITALIA (RUTA SIETE)
05/04/2012 15:26;MONTEVIDEO;DEPARTAMENTAL;PEATON;49;M;0;ATROPELLO DE PEATON;CAMION;CAMINO MELILLA Nro. 10270  esq. CAMINO SERE
09/04/2012 17:50;MALDONADO;DEPARTAMENTAL;MOTO;43;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;AVENIDA FRANKLIN D. ROOSEVELT
09/04/2012 19:50;MALDONADO;DEPARTAMENTAL;MOTO;47;M;0;COLISION ENTRE VEHICULOS;CAMION;SARMIENTO 
11/04/2012 22:00;CANELONES;NACIONAL;MOTO;34;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA CIENTOUNO 
12/04/2012 07:51;MONTEVIDEO;DEPARTAMENTAL;MOTO;28;M;0;COLISION ENTRE VEHICULOS;CAMION;BOULEVARD JOSE BATLLE Y ORDOÑEZ esq. AVENIDA GENERAL FLORES
12/04/2012 09:27;MONTEVIDEO;DEPARTAMENTAL;PEATON;69;M;1;ATROPELLO DE PEATON;OMNIBUS;SUIZA Nro. 1999 esq. JOSE GURVICH
13/04/2012 09:10;MONTEVIDEO;DEPARTAMENTAL;PEATON;85;M;3;ATROPELLO DE PEATON;AUTO;AVENIDA DOCTOR LUIS ALBERTO DE HERRERA Nro. 1290 esq. PLACIDO ELLAURI
14/04/2012 08:50;MALDONADO;DEPARTAMENTAL;AUTO;36;M;1;DESPISTE;;Camino Leandro Gómez
14/04/2012 13:45;SAN JOSE;NACIONAL;AUTO;Sin Dato;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 3 KM. 80
15/04/2012 03:00;FLORES;DEPARTAMENTAL;PEATON;45;M;1;ATROPELLO DE PEATON;MOTO;PANCHO LOPEZ  esq. URUGUAY
15/04/2012 05:05;TREINTA Y TRES;DEPARTAMENTAL;MOTO;16;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;GENERAL MANUEL ORIBE esq. PANTALEON ARTIGAS
15/04/2012 08:00;PAYSANDU;DEPARTAMENTAL;MOTO;23;M;0;COLISION CON OBSTACULO;-;WASHINGTON esq. ZELMAR MICHELINI
16/04/2012 07:00;MALDONADO;NACIONAL;CAMIONETA;34;M;0;DESPISTE;-;RUTA 39 KM 83
18/04/2012 09:50;MONTEVIDEO;DEPARTAMENTAL;MOTO;32;M;1;CAIDA;-;CAMINO PASO CALPINO esq. BERNARDO ETCHEVARNE
19/04/2012 19:50;MONTEVIDEO;NACIONAL;AUTO;42;M;1;COLISION ENTRE VEHICULOS;CAMION;RUTA CIENTODOS esq. CAMINO DE LOS SIETE CERROS
20/04/2012 14:20;SAN JOSE;NACIONAL;BICICLETA;70;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 11 KM. 41900 
20/04/2012 16:20;COLONIA;NACIONAL;MOTO;66;M;10;COLISION ENTRE VEHICULOS;CAMION;RUTA 21 KM 246
20/04/2012 19:10;ARTIGAS;NACIONAL;BICICLETA;Sin Dato;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA 30
20/04/2012 22:40;RIVERA;DEPARTAMENTAL;MOTO;19;M;0;COLISION ENTRE VEHICULOS;MOTO;CAMINO PUEBLO LAS FLORES
22/04/2012 19:10;RIO NEGRO;NACIONAL;AUTO;76;M;0;COLISION ENTRE VEHICULOS;CAMION;Ruta 25
24/04/2012 22:45;LAVALLEJA;DEPARTAMENTAL;MOTO;47;M;12;CAIDA;-;AVENIDA GENERAL JOSE ARTIGAS
27/04/2012 11:30;CERRO LARGO;NACIONAL;AUTO;43;M;1;COLISION ENTRE VEHICULOS;CAMION;RUTA 26 KM 379.5 
27/04/2012 14:20;MONTEVIDEO;DEPARTAMENTAL;MOTO;17;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;CAMINO CIBILS Nro. 6252 esq. DOCTOR CESAR CARLOS BIANCO
27/04/2012 19:50;MONTEVIDEO;DEPARTAMENTAL;PEATON;17;F;1;ATROPELLO DE PEATON;AUTO;CAMINO LA REDENCION  esq. CAMINO HAMILTON
28/04/2012 02:27;MONTEVIDEO;DEPARTAMENTAL;MOTO;Sin Dato;M;0;COLISION ENTRE VEHICULOS;AUTO;AVENIDA DOCTOR LUIS ALBERTO DE HERRERA Nro. 3952 esq. MARIANO SOLER
28/04/2012 19:00;CANELONES;NACIONAL;AUTO;49;M;0;DESPISTE;-;RUTA INTERBALNEARIA esq. SIN NOMBRE
30/04/2012 05:50;SALTO;DEPARTAMENTAL;PEATON;80;M;0;ATROPELLO DE PEATON;MOTO;AMORIN Y BRASIL
30/04/2012 06:20;MALDONADO;NACIONAL;MOTO;36;M;0;ATROPELLO DE ANIMALES;-;RUTA 9 Y JOSE FRADE
30/04/2012 19:00;MALDONADO;DEPARTAMENTAL;MOTO;22;M;0;COLISION ENTRE VEHICULOS;MOTO;DE LA VIRGEN esq. AVENIDA PARIS
02/05/2012 18:30;MONTEVIDEO;DEPARTAMENTAL;PEATON;78;M;30;ATROPELLO DE PEATON;AUTO;RAMBLA O HIGGINS esq. DOCTOR ENRIQUE ESTRAZULAS
03/05/2012 11:30;CANELONES;DEPARTAMENTAL;PEATON;53;M;1;ATROPELLO DE PEATON;CAMIONETA;LUIS ALBERTO DE HERRERA esq. SAN RAMON
03/05/2012 16:25;CERRO LARGO;DEPARTAMENTAL;CAMIONETA;52;M;0;DESPISTE;-;CAMINO MONGREL
04/05/2012 04:55;PAYSANDU;DEPARTAMENTAL;MOTO;44;M;1;DESPISTE;-;ZELMAR MICHELINI Y 25 DE MAYO
04/05/2012 18:55;MONTEVIDEO;DEPARTAMENTAL;PEATON;71;M;17;ATROPELLO DE PEATON;AUTO;ENRIQUE GEORGE esq. BOULEVARD APARICIO SARAVIA
05/05/2012 06:00;COLONIA;DEPARTAMENTAL;PEATON;81;M;1;ATROPELLO DE PEATON;CAMION;ATANASIO SIERRA 
05/05/2012 17:50;COLONIA;DEPARTAMENTAL;MOTO;44;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;AVENIDA GENERAL FLORES esq. ALBERTO MENDEZ
06/05/2012 00:00;DURAZNO;NACIONAL;MOTO;22;M;0;CAIDA;-;SIN NOMBRE 
06/05/2012 02:00;ARTIGAS;NACIONAL;AUTO;44;F;0;DESPISTE;;RUTA 30 KM. 184,5
06/05/2012 06:25;FLORIDA;DEPARTAMENTAL;PEATON;17;M;0;ATROPELLO DE PEATON;CAMION;VILLA HIPICA 
07/05/2012 13:10;TACUAREMBÓ;DEPARTAMENTAL;PEATON;Sin Dato;F;0;ATROPELLO DE PEATON;CAMION;DIECIOCHO DE JULIO esq. ORTIZ Y AYALA
07/05/2012 20:00;ROCHA;NACIONAL;CAMIONETA;73;M;0;DESPISTE;-;RUTA 9 KM. 247,200 
07/05/2012 23:30;DURAZNO;DEPARTAMENTAL;MOTO;20;M;0;DESPISTE;-;Celia Galarza de Sanchez
08/05/2012 16:45;CANELONES;NACIONAL;MOTO;55;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 7 KM. 81
12/05/2012 21:30;CANELONES;NACIONAL;AUTO;47;M;0;DESPISTE;-;RUTA SEIS 
13/05/2012 05:30;TACUAREMBÓ;NACIONAL;AUTO;27;M;0;DESPISTE;-;SIN NOMBRE
13/05/2012 17:33;LAVALLEJA;DEPARTAMENTAL;MOTO;72;M;1;CAIDA;-;CONSEJAL ANDRES NAPPA
13/05/2012 22:40;MALDONADO;DEPARTAMENTAL;MOTO;38;M;9;COLISION ENTRE VEHICULOS;CAMION;RUTA 39 CANTERAS DE MARELLI
14/05/2012 21:30;CANELONES;DEPARTAMENTAL;MOTO;35;M;1;COLISION ENTRE VEHICULOS;AUTO;CESAR MAYO GUTIERREZ esq. CAMINO ALDABALDE
16/05/2012 13:15;LAVALLEJA;NACIONAL;CAMION;39;M;0;DESPISTE;-;RUTA 8 KM. 232 
18/05/2012 06:45;RIO NEGRO;NACIONAL;BICICLETA;60;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;Sin Datos
20/05/2012 05:23;LAVALLEJA;DEPARTAMENTAL;PEATON;28;F;1;ATROPELLO DE PEATON;AUTO;INTENDENTE JUAN A. MALDONADO esq. J. L. MORALES ARRILLAGA
20/05/2012 09:40;CANELONES;DEPARTAMENTAL;MOTO;45;M;0;DESPISTE;-;AVENIDA GENERAL FRUCTUOSO RIVERA
20/05/2012 19:20;MONTEVIDEO;DEPARTAMENTAL;MOTO;36;F;3;COLISION ENTRE VEHICULOS;MOTO;CAMINO LEONCIO LOPEZ  esq. CAMINO O HIGGINS
21/05/2012 20:10;CANELONES;NACIONAL;MOTO;53;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA INTERBALNEARIA
22/05/2012 08:15;MONTEVIDEO;DEPARTAMENTAL;MOTO;28;F;1;COLISION ENTRE VEHICULOS;AUTO;CAMINO PASO CALPINO  esq. CAMINO GENERAL OSVALDO RODRIGUEZ
22/05/2012 08:30;MONTEVIDEO;DEPARTAMENTAL;PEATON;67;F;1;ATROPELLO DE PEATON;CAMION;RAFAEL 
22/05/2012 08:47;MONTEVIDEO;DEPARTAMENTAL;PEATON;32;M;0;ATROPELLO DE PEATON;MOTO;CAMINO CASTRO Nro. 449 esq. BERNARDO SUSVIELA
22/05/2012 13:15;MONTEVIDEO;DEPARTAMENTAL;PEATON;60;M;18;ATROPELLO DE PEATON;MOTO;AVENIDA AGRACIADA esq. GRITO DE ASENCIO
23/05/2012 19:25;MONTEVIDEO;DEPARTAMENTAL;PEATON;Sin Dato;M;1;ATROPELLO DE PEATON;MOTO;CAMINO CORONEL RAIZ esq. HUDSON
25/05/2012 06:56;FLORIDA;DEPARTAMENTAL;MOTO;71;M;0;CAIDA;-;CALLE 60 
25/05/2012 08:00;RIVERA;NACIONAL;CAMION;39;M;0;DESPISTE;-;RUTA Nº 5 KM. 481 - PARAJE PARADA BARON 
25/05/2012 14:30;MONTEVIDEO;DEPARTAMENTAL;MOTO;Sin Dato;M;0;COLISION ENTRE VEHICULOS;CAMION;BOULEVARD GENERAL ARTIGAS esq. VEINTIUNO DE SETIEMBRE
26/05/2012 05:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;32;M;1;COLISION ENTRE VEHICULOS;AUTO;AVENIDA DIECIOCHO DE JULIO Nro. 1652 esq. MINAS
26/05/2012 12:53;MONTEVIDEO;DEPARTAMENTAL;BICICLETA;62;M;2;COLISION ENTRE VEHICULOS;AUTO;AVENIDA JOSE BELLONI esq. PREVISION
26/05/2012 17:44;CANELONES;NACIONAL;BICICLETA;68;M;1;COLISION ENTRE VEHICULOS;AUTO;CHOPIN
27/05/2012 06:00;PAYSANDU;DEPARTAMENTAL;MOTO;29;M;0;COLISION CON OBSTACULO;-;AVENIDA SORIANO esq. DOCTOR JOSE VEROCAY
27/05/2012 06:30;SALTO;NACIONAL;MOTO;20;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA 31 KM 6,500
27/05/2012 17:40;SAN JOSE;DEPARTAMENTAL;MOTO;24;M;0;CAIDA;-;RUTA 1 VIEJA ESQ. FLORIDA
28/05/2012 22:15;TACUAREMBÓ;DEPARTAMENTAL;MOTO;72;M;1;COLISION ENTRE VEHICULOS;CAMION;JUAN ORTIZ esq. GENERAL ARTIGAS
29/05/2012 18:45;COLONIA;DEPARTAMENTAL;MOTO;27;M;0;COLISION ENTRE VEHICULOS;CAMION;CAMINO LA BALSA
29/05/2012 20:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;38;M;0;COLISION ENTRE VEHICULOS;AUTO;CAMINO TENIENTE GALEANO esq. SIXTINA
30/05/2012 17:30;SAN JOSE;NACIONAL;OMNIBUS;66;F;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 1 esq. Eduardo Pascual
31/05/2012 12:30;ARTIGAS;DEPARTAMENTAL;MOTO;75;M;0;COLISION ENTRE VEHICULOS;CAMION;AVENIDA CARLOS MARIA RAMIREZ
01/06/2012 16:45;LAVALLEJA;DEPARTAMENTAL;CAMION;41;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;Sin Datos
02/06/2012 13:00;PAYSANDU;NACIONAL;CAMIONETA;33;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 3 KM. 440 
02/06/2012 13:45;PAYSANDU;DEPARTAMENTAL;PEATON;51;M;0;ATROPELLO DE PEATON;AUTO;CAMINO VECINAL Y CAÑADA DE LOS LOROS 
02/06/2012 15:00;CANELONES;DEPARTAMENTAL;BICICLETA;59;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;Sin Datos
04/06/2012 06:54;PAYSANDU;DEPARTAMENTAL;MOTO;30;F;0;COLISION ENTRE VEHICULOS;AUTO;BOULEVARD ARTIGAS esq. DAMASO A. LARRAÑAGA
04/06/2012 18:45;CANELONES;NACIONAL;MOTO;19;F;0;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA INTERBALNEARIA KM. 47
04/06/2012 19:30;CANELONES;DEPARTAMENTAL;MOTO;19;F;0;COLISION ENTRE VEHICULOS;CAMION;E. MARTINEZ MONEGAL esq. BRIGADIER GENERAL LAVALLEJA
11/06/2012 22:05;RIO NEGRO;NACIONAL;AUTO;59;M;0;DESPISTE;-;RUTA 3 KM 298
12/06/2012 10:00;ROCHA;DEPARTAMENTAL;MOTO;56;M;1;COLISION ENTRE VEHICULOS;CAMION;AVENIDA PEREGRINA BALBOA esq. JUAN JOSE MOROSOLI
13/06/2012 10:45;ROCHA;NACIONAL;AUTO;31;F;0;DESPISTE;-;RUTA 15 KM. 92,100
13/06/2012 14:10;MONTEVIDEO;NACIONAL;MOTO;57;F;1;COLISION ENTRE VEHICULOS;AUTO;CAMINO LUIS EDUARDO PEREZ
15/06/2012 19:10;CERRO LARGO;NACIONAL;MOTO;27;M;0;COLISION ENTRE VEHICULOS;BICICLETA;RUTA 8 KM. 448,5 
16/06/2012 16:30;FLORIDA;DEPARTAMENTAL;MOTO;58;F;1;COLISION ENTRE VEHICULOS;AUTO;HORACIO QUIROGA Y HERRERA Y REISSIG
16/06/2012 16:30;FLORIDA;DEPARTAMENTAL;MOTO;60;M;1;COLISION ENTRE VEHICULOS;AUTO;HORACIO QUIROGA Y HERRERA Y REISSIG
17/06/2012 01:20;SAN JOSE;NACIONAL;MOTO;24;M;1;COLISION ENTRE VEHICULOS;AUTO;RUTA 11 KM. 73700
20/06/2012 16:00;TACUAREMBÓ;NACIONAL;PEATON;72;M;0;ATROPELLO DE PEATON;CAMIONETA;RUTA 5 KM. 384
22/06/2012 12:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;56;M;1;COLISION ENTRE VEHICULOS;CARRO;RAMBLA REPUBLICA DEL PERU esq. AVENIDA BRASIL
22/06/2012 23:15;CANELONES;NACIONAL;MOTO;24;M;0;COLISION ENTRE VEHICULOS;CAMION;INDIANAPOLIS --EL PINAR NORTE-- esq. RUTA INTERBALNEARIA
23/06/2012 06:24;SORIANO;DEPARTAMENTAL;CAMIONETA;17;M;1;COLISION ENTRE VEHICULOS;AUTO;AGRACIADA
23/06/2012 06:24;SORIANO;DEPARTAMENTAL;CAMIONETA;18;M;1;COLISION ENTRE VEHICULOS;AUTO;AGRACIADA
23/06/2012 06:24;SORIANO;DEPARTAMENTAL;CAMIONETA;18;M;1;COLISION ENTRE VEHICULOS;AUTO;AGRACIADA
23/06/2012 06:24;SORIANO;DEPARTAMENTAL;CAMIONETA;22;M;1;COLISION ENTRE VEHICULOS;AUTO;AGRACIADA
23/06/2012 06:24;SORIANO;DEPARTAMENTAL;AUTO;52;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;AGRACIADA
23/06/2012 06:45;MALDONADO;DEPARTAMENTAL;MOTO;19;M;0;COLISION ENTRE VEHICULOS;OMNIBUS;JOSE DODERA esq. ARTURO CL SANTANA
24/06/2012 17:20;CANELONES;NACIONAL;MOTO;52;M;0;COLISION ENTRE VEHICULOS;AUTO;DOCTOR LUIS A. DE HERRERA 
25/06/2012 08:15;COLONIA;DEPARTAMENTAL;AUTO;23;M;0;DESPISTE;;RAMBLA Y ZORRILLA DE SAN MARTIN
25/06/2012 08:15;COLONIA;DEPARTAMENTAL;AUTO;36;M;0;DESPISTE;;RAMBLA Y ZORRILLA DE SAN MARTIN
26/06/2012 09:30;CANELONES;NACIONAL;MOTO;14;M;0;COLISION ENTRE VEHICULOS;CAMION;GENERAL ARTIGAS esq. CARLOS ROXLO
26/06/2012 11:55;LAVALLEJA;DEPARTAMENTAL;MOTO;53;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;AV. ARTIGAS Y AV. LUIS A. DE HERRERA
26/06/2012 17:35;MONTEVIDEO;DEPARTAMENTAL;AUTO;66;F;1;COLISION ENTRE VEHICULOS;AUTO;CAGANCHA Nro. 2249 esq. CUFRE
28/06/2012 00:50;MONTEVIDEO;DEPARTAMENTAL;MOTO;26;M;0;COLISION ENTRE VEHICULOS;CAMION;GUEMES esq. JUAN JACOBO ROUSSEAU
28/06/2012 00:50;MONTEVIDEO;DEPARTAMENTAL;MOTO;16;F;0;COLISION ENTRE VEHICULOS;CAMION;GUEMES esq. JUAN JACOBO ROUSSEAU
28/06/2012 17:05;SAN JOSE;NACIONAL;CAMIONETA;29;M;1;COLISION ENTRE VEHICULOS;AUTO;RUTA 3 KM. 80
28/06/2012 20:30;ROCHA;DEPARTAMENTAL;PEATON;72;M;1;ATROPELLO DE PEATON;CAMION;AVENIDA DOCTOR F. MARTINEZ RODRIGUEZ esq. CHANA
29/06/2012 06:56;MONTEVIDEO;DEPARTAMENTAL;PEATON;84;M;0;ATROPELLO DE PEATON;AUTO;LARRAÑAGA Y LONDRES
29/06/2012 09:15;MALDONADO;NACIONAL;AUTO;64;F;1;COLISION ENTRE VEHICULOS;AUTO;CAMINO ARRAYANES KM 5.8
29/06/2012 09:15;MALDONADO;NACIONAL;AUTO;68;F;0;COLISION ENTRE VEHICULOS;AUTO;CAMINO ARRAYANES KM 5.8
29/06/2012 09:15;MALDONADO;NACIONAL;AUTO;35;F;4;COLISION ENTRE VEHICULOS;AUTO;CAMINO ARRAYANES KM 5.8
29/06/2012 18:20;MONTEVIDEO;DEPARTAMENTAL;MOTO;23;M;1;COLISION ENTRE VEHICULOS;CAMION;CAMINO CARRASCO Y FERREIRO
29/06/2012 19:07;MONTEVIDEO;DEPARTAMENTAL;PEATON;84;M;30;ATROPELLO DE PEATON;CAMIONETA;LAS HERAS Y TALCAHUANO
29/06/2012 21:30;RIVERA;NACIONAL;MOTO;19;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA
30/06/2012 06:35;DURAZNO;NACIONAL;AUTO;35;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 5 KM 191
02/07/2012 00:05;MALDONADO;DEPARTAMENTAL;BICICLETA;16;M;1;COLISION ENTRE VEHICULOS;AUTO;RUTA 39 PROX A CYLSA
02/07/2012 06:50;ARTIGAS;NACIONAL;CAMIONETA;32;M;0;DESPISTE;;RUTA 30 KM. 61,7
02/07/2012 06:55;MONTEVIDEO;DEPARTAMENTAL;MOTO;26;M;0;COLISION ENTRE VEHICULOS;CAMION;DOCTOR ALEJANDRO GALLINAL Nro. 2149 esq. IGUA
02/07/2012 18:20;MONTEVIDEO;DEPARTAMENTAL;PEATON;72;F;0;ATROPELLO DE PEATON;MOTO;BOULEVARD JOSE BATLLE Y ORDOÑEZ esq. PASTOR
02/07/2012 18:55;MALDONADO;DEPARTAMENTAL;PEATON;59;M;0;ATROPELLO DE PEATON;MOTO;GARZON esq. RIO YI
06/07/2012 20:05;CANELONES;DEPARTAMENTAL;AUTO;72;M;1;COLISION ENTRE VEHICULOS;AUTO;AVENIDA DOROTEO GARCIA LAGOS esq. AVENIDA INGENIERO LUIS GIANNATTASIO
07/07/2012 18:20;MONTEVIDEO;DEPARTAMENTAL;BICICLETA;44;M;15;COLISION ENTRE VEHICULOS;CAMIONETA;SANTA ANA esq. NORBERTO ORTIZ
08/07/2012 05:15;CANELONES;NACIONAL;MOTO;27;M;0;DESPISTE;;RUTA 101 KM 24
08/07/2012 07:00;ARTIGAS;NACIONAL;MOTO;22;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 3 KM 620
08/07/2012 20:36;MONTEVIDEO;DEPARTAMENTAL;CAMION;32;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;AVENIDA DON PEDRO DE MENDOZA esq. NIAGARA
09/07/2012 00:15;SAN JOSE;NACIONAL;PEATON;64;M;0;ATROPELLO DE PEATON;AUTO;RUTA 3 KM. 140500
11/07/2012 16:20;CERRO LARGO;DEPARTAMENTAL;MOTO;18;M;0;COLISION ENTRE VEHICULOS;BICICLETA;CAMARAS Y LUISA PAZ
11/07/2012 18:45;MONTEVIDEO;NACIONAL;BICICLETA;66;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA 102 Nº 5710,  esq. CAMINO VARZI
12/07/2012 11:20;MONTEVIDEO;DEPARTAMENTAL;BICICLETA;64;M;1;CAIDA;;LA PAZ Nro. 2149 esq. DOCTOR MARTIN C MARTINEZ
12/07/2012 14:35;LAVALLEJA;NACIONAL;CAMIONETA;23;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 8 KM. 109 
13/07/2012 15:35;SORIANO;NACIONAL;MOTO;62;F;1;DESPISTE;;RUTA 21 KM. 311
13/07/2012 19:00;MONTEVIDEO;DEPARTAMENTAL;AUTO;71;M;0;DESPISTE;;FRANCISCO GOMEZ Nro. 919 esq. AMADO NERVO
14/07/2012 19:30;MONTEVIDEO;DEPARTAMENTAL;PEATON;34;M;0;ATROPELLO DE PEATON;OMNIBUS;AVENIDA OCHO DE OCTUBRE esq. FELIPE SANGUINETTI
15/07/2012 14:30;MALDONADO;NACIONAL;CAMIONETA;69;M;0;COLISION ENTRE VEHICULOS;AUTO;Ruta Interbalnearia, KM 108
15/07/2012 15:30;CANELONES;DEPARTAMENTAL;AUTO;20;M;0;COLISION ENTRE VEHICULOS;AUTO;RAMBLA COSTANERA esq. CALLE 70
15/07/2012 15:30;CANELONES;DEPARTAMENTAL;AUTO;62;M;0;COLISION ENTRE VEHICULOS;AUTO;RAMBLA COSTANERA esq. CALLE 70
15/07/2012 15:30;CANELONES;DEPARTAMENTAL;AUTO;51;F;1;COLISION ENTRE VEHICULOS;AUTO;RAMBLA COSTANERA esq. CALLE 70
16/07/2012 15:15;MONTEVIDEO;DEPARTAMENTAL;PEATON;74;F;0;ATROPELLO DE PEATON;CAMION;CAMINO MALDONADO esq. ARIES
18/07/2012 17:30;SAN JOSE;DEPARTAMENTAL;MOTO;51;M;4;COLISION ENTRE VEHICULOS;MOTO;BOREAL - DELTA DEL TIGRE
18/07/2012 21:00;CANELONES;DEPARTAMENTAL;MOTO;18;M;0;COLISION ENTRE VEHICULOS;MOTO;RUTA 34 VIEJA esq. LOS TILOS
19/07/2012 12:19;MALDONADO;DEPARTAMENTAL;PEATON;79;M;0;ATROPELLO DE PEATON;MOTO;AVENIDA JOSE BATLLE Y ORDOÑEZ esq. JOSE PEDRO VARELA
19/07/2012 18:30;MONTEVIDEO;DEPARTAMENTAL;PEATON;73;F;1;ATROPELLO DE PEATON;MOTO;AVENIDA DOCTOR CARLOS MARIA RAMIREZ Nro. 802 esq. PEDRO GIRALT
22/07/2012 21:55;TACUAREMBÓ;NACIONAL;AUTO;31;F;0;DESPISTE;;RUTA 5 KM. 367500
23/07/2012 19:00;ROCHA;DEPARTAMENTAL;PEATON;58;F;1;ATROPELLO DE PEATON;MOTO;MANUEL ORIBE Y JUANA MOYA
24/07/2012 07:50;RIVERA;DEPARTAMENTAL;PEATON;57;F;0;ATROPELLO DE PEATON;CAMIONETA;JUAN MANUEL BLANES senda ESTE, esq. SOCORRO TURNES
24/07/2012 08:10;CANELONES;DEPARTAMENTAL;AUTO;36;M;0;DESPISTE;;CANELONES esq. CAYETANO GONZALEZ
24/07/2012 08:10;CANELONES;DEPARTAMENTAL;AUTO;59;M;0;DESPISTE;;CANELONES esq. CAYETANO GONZALEZ
24/07/2012 22:30;TACUAREMBÓ;NACIONAL;CAMIONETA;45;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA 5 KM. 304,2
26/07/2012 02:05;MONTEVIDEO;DEPARTAMENTAL;MOTO;40;M;0;CAIDA;;CAMINO TOMKINSON esq. AVENIDA LUIS BATLLE BERRES
27/07/2012 14:30;TACUAREMBÓ;DEPARTAMENTAL;PEATON;3;F;1;ATROPELLO DE PEATON;AUTO;ITUZAINGO
30/07/2012 08:15;ROCHA;NACIONAL;CAMIONETA;69;F;0;DESPISTE;;RUTA15 KM 133
30/07/2012 09:55;MONTEVIDEO;DEPARTAMENTAL;PEATON;86;M;1;ATROPELLO DE PEATON;AUTO;JOSE ENRIQUE RODO Nro. 2019 esq. ARENAL GRANDE
30/07/2012 18:20;SORIANO;DEPARTAMENTAL;MOTO;16;M;1;COLISION ENTRE VEHICULOS;CAMION;ZAPICAN esq. CAMINO AL PASO DE LA ARENA
30/07/2012 20:05;SORIANO;DEPARTAMENTAL;MOTO;18;F;0;COLISION ENTRE VEHICULOS;CAMION;PEDRO HORS esq. RUTA 2
31/07/2012 17:05;MONTEVIDEO;DEPARTAMENTAL;BICICLETA;54;M;0;CAIDA;;AVENIDA LUIS BATLLE BERRES Nro. 7600 esq. ZANJA REYUNA
01/08/2012 16:30;MONTEVIDEO;DEPARTAMENTAL;PEATON;76;F;0;ATROPELLO DE PEATON;CAMIONETA;AVENIDA GENERAL FLORES esq. ROBINSON
02/08/2012 18:20;MONTEVIDEO;DEPARTAMENTAL;PEATON;60;M;16;ATROPELLO DE PEATON;AUTO;AVENIDA GENERAL GARIBALDI Nro. 2652 esq. JUAN RAMON GOMEZ
04/08/2012 10:00;ARTIGAS;NACIONAL;AUTO;31;F;0;DESPISTE;;RUTA 4 KM 137
04/08/2012 12:30;CANELONES;NACIONAL;MOTO;66;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA ONCE KM 118
05/08/2012 22:40;CANELONES;NACIONAL;PEATON;43;M;0;ATROPELLO DE PEATON;CAMION;RUTA OCHO KM 64,500
07/08/2012 17:25;MONTEVIDEO;DEPARTAMENTAL;MOTO;15;M;0;COLISION ENTRE VEHICULOS;AUTO;TIMOTE Nro. 5652 esq. ANAGUALPO
07/08/2012 18:00;CANELONES;NACIONAL;MOTO;Sin Dato;F;1;COLISION ENTRE VEHICULOS;CAMION;RUTA 8 KM 31,500
