Fecha y hora;"Departamento";"Localidad";"Jurisdiccion ";"Tipo de Siniestro";"Vehiculo";"Rol";Edad;"Sexo";Fallecido a los Dias;"Otro vehiculo";"Lugar del Siniestro";"X";"Y"
27/01/2018 18:53:00;"MALDONADO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";37;"F";0;"CAMIONETA";"RUTA 9 KM 135;000";"688338.14";"6152525"
27/01/2018 18:53:00;"MALDONADO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";26;"M";0;"CAMIONETA";"RUTA 9 KM 135;000";"688338.14";"6152525"
27/01/2018 18:53:00;"MALDONADO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";37;"F";0;"CAMIONETA";"RUTA 9 KM 135;000";"688338.14";"6152525"
27/01/2018 18:53:00;"MALDONADO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";20;"F";1;"CAMIONETA";"RUTA 9 KM 135;000";"688338.14";"6152525"
27/01/2018 20:50:00;"ARTIGAS";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";51;"F";1;"CAMIONETA";"RUTA 3 KM 590;000";"435951.44";"6620165.24"
27/01/2018 20:50:00;"ARTIGAS";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";16;"M";1;"CAMIONETA";"RUTA 3 KM 590;000";"435951.44";"6620165.24"
31/01/2018 19:20:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";21;"M";7;"OMNIBUS";"CAMINO FRANCISCO LECOCQ ESQ. CAMINO ARIEL";"569647.6949";"6146587.6844"
01/02/2018 01:26:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";43;"M";0;"CAMION";"RUTA 5 ESQ. AV. LUIS BATLLE BERRES";"568224.32562782";"6144271.06326237"
01/02/2018 13:00:00;"LAVALLEJA";"MINAS";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";46;"M";0;"OMNIBUS";"RUTA 12 KM 344;000";"662024.27896062";"6193615.72648691"
01/02/2018 15:19:00;"MALDONADO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";52;"M";0;"CAMION";"RUTA 9 KM 133;000";"686442.63";"6153036.32"
01/02/2018 21:20:00;"CERRO LARGO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMION";"CONDUCTOR";46;"M";1;"CAMIONETA";"RUTA 18 KM 382;000";"818984.95121529";"6383568.94806002"
02/02/2018 16:33:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";52;"M";0;"CAMIONETA";"RUTA DE ACCESO ESQ. INGENIERO JUAN ALBERTO CAPURRO";"571609.2606";"6140806.653"
03/02/2018 04:55:00;"CANELONES";"VILLA ARGENTINA";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";21;"M";0;"CAMION";"RUTA INTERBALNEARIA KM 44;200";"611845.38";"6152077.09"
04/02/2018 05:00:00;"TREINTA Y TRES";"EJIDO DE TREINTA Y TRES";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";18;"M";1;"AUTO";"RUTA 17 ESQ. GRAL. FLORES";"745762.2908";"6321879.4455"
04/02/2018 06:25:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";19;"M";0;;"RUTA 7 KM 80;000";"615184.49";"6199997.64"
04/02/2018 16:20:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";41;"F";0;"AUTO";"RUTA 6 KM 44;000";"586638.57";"6174719.12"
04/02/2018 16:20:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";62;"M";2;"AUTO";"RUTA 6 KM 44;000";"586638.57";"6174719.12"
04/02/2018 19:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";41;"M";1;"AUTO";"BOULEVARD GENERAL ARTIGAS ESQ. GOES";"576268.2481";"6138532.4291"
05/02/2018 00:30:00;"FLORIDA";"FLORIDA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";19;"M";1;"MOTO";"SIMON DEL PINO ESQ. SANTIAGO SIERRA";"573363.28965894";"6226539.22781087"
08/02/2018 07:23:00;"CANELONES";"N/C";"NACIONAL";"CAÍDA";"MOTO";"CONDUCTOR";66;"M";0;;"RUTA 63 KM 18;000";"590118.58723256";"6202974.32228743"
08/02/2018 18:25:00;"SORIANO";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";;"M";0;;"RUTA 2 KM 233;000";"431730.4";"6285850.75"
09/02/2018 20:34:00;"TREINTA Y TRES";"EJIDO DE TREINTA Y TRES";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";77;"M";0;"MOTO";"ANDRES CHEVESTE esq. VALENTIN OLIVERA ORTIZ";"744186.5205";"6321505.6703"
10/02/2018 03:56:00;"SAN JOSE";"CIUDAD DEL PLATA";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";35;"M";0;"OMNIBUS";"RUTA 1 KM 33;000";"549857.64";"6156246.47"
11/02/2018 04:00:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";36;"F";1;;"RUTA 1 KM 170;000";"429026.14";"6188535.35"
11/02/2018 07:57:00;"PAYSANDU";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";68;"F";0;;"RUTA 26 KM 73;000";"454008.87";"6460120.4"
11/02/2018 17:40:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";21;"F";0;"AUTO";"CAMINO GENERAL LEANDRO GOMEZ esq. TIMBUES";"577193.6315";"6145306.8616"
11/02/2018 22:17:00;"SALTO";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";21;"M";1;;"RUTA 3 KM 534;000";"431270.73";"6566374.94"
13/02/2018 01:00:00;"CANELONES";"LA PAZ";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";18;"M";2;"CAMION";"CAMINO ALDABALDE Y CAMINO PISANO";"568458.10777684";"6154299.87819621"
13/02/2018 18:30:00;"SORIANO";"MERCEDES";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";60;"M";2;"CAMIONETA";"FLORENCIO SANCHEZ ESQ. DOCTOR RICARDO BRACERAS";"403663.8237";"6320288.9161"
14/02/2018 07:15:00;"TACUAREMBO";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";36;"M";1;;"RUTA 5 KM 260;500";"546450.79";"6379562.72"
15/02/2018 21:05:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";64;"F";1;"MOTO";"ABIPONES ESQ. FLORENCIA";"580939.5482";"6145143.8942"
18/02/2018 04:30:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";44;"M";0;"CAMION";"AVENIDA WILSON FERREIRA ALDUNATE ESQ. DOCTOR EDUARDO ACEVEDO";"586934.62495652";"6142233.79573071"
16/02/2018 19:25:00;"ROCHA";"LA PALOMA";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";35;"M";1;;"AVENIDA DEL NAVIO Y LIRA";"759832.6542";"6160814.9254"
17/02/2018 07:50:00;"SAN JOSE";"SAN JOSE DE MAYO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";46;"F";0;"CAMION";"RUTA 3 Y AV. LARRIERA";"526828.2145";"6202465.8446"
17/02/2018 20:26:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";52;"M";0;;"RUTA 5 KM 25;500";"569615.16";"6159875.32"
16/02/2018 10:00:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";36;"M";1;"MOTO";"VENIDA DEL CERRO EGUZQUIZA (200 METROS ANTES DE ENTRADA A HOTEL FASSANO.)";"693623.73727477";"6142887.05328723"
18/02/2018 12:15:00;"MALDONADO";"PIRIAPOLIS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";68;"M";1;"CAMIONETA";"RAMBLA DE LOS ARGENTINOS (RUTA 10) ESQ. EDUARDO MORDELLO";"655872.11802153";"6141747.22600757"
20/02/2018 18:55:00;"RIVERA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";70;"F";0;;"RUTA 5 KM. 441;000";"628422.3";"6525387.79"
20/02/2018 18:55:00;"RIVERA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";75;"F";0;;"RUTA 5 KM. 441;000";"628422.3";"6525387.79"
20/02/2018 19:35:00;"CERRO LARGO";"ISIDORO NOBLA";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";39;"M";0;;"RUTA 8 KM 447;000";"770906.06";"6461154.09"
20/02/2018 15:00:00;"COLONIA";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";53;"M";1;"CAMION";"RUTA 97 ESQ. Brasil";"379868.86652357";"6241512.01858127"
23/02/2018 14:45:00;"SAN JOSE";"SAN JOSE DE MAYO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";64;"M";0;"CAMION";"RUTA 3 KM 88;000";"525249.91";"6196810.81"
24/02/2018 06:00:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";73;"M";1;;"RUTA 12 KM 81;000";"440628.38";"6244052.44"
24/02/2018 05:00:00;"ARTIGAS";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";37;"M";0;;"RUTA 30 KM 108;000";"530482.33";"6634105.51"
24/02/2018 15:40:00;"ARTIGAS";"ARTIGAS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";16;"M";1;"AUTO";"PUENTE INTERNACIONAL DE LA CONCORDIA";"552170.15751092";"6637542.19468085"
25/02/2018 02:50:00;"SAN JOSE";"SAN JOSE DE MAYO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";59;"F";1;;"ATILIO PELOSSI ESQ. DIECIOCHO DE JULIO";"525607.1457";"6200046.3109"
25/02/2018 05:28:00;"FLORES";"TRINIDAD";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";24;"M";0;"CAMIONETA";"RUTA 3 KM 192;000";"507445.96";"6292059.01"
25/02/2018 09:55:00;"MALDONADO";"PAN DE AZUCAR";"DEPARTAMENTAL";"DESPISTE";"CUATRICICLO";"CONDUCTOR";62;"M";0;;"ALVARO FIGUEREDO ESQ. INDIO MIGUEL";"662927.93869106";"6150543.98944698"
25/02/2018 09:00:00;"MALDONADO";"N/C";"NACIONAL";"DESPISTE";"CAMION";"CONDUCTOR";53;"M";0;;"RUTA 12 KM 365;000";"675447.71882098";"6174276.50046831"
25/02/2018 09:48:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"PASAJERO";31;"F";0;;"BOULEVARD APARICIO SARAVIA ESQ. ARQUITECTO BERNARDO PONCINI";"574308.0853";"6144949.9063"
25/02/2018 19:45:00;"RIO NEGRO";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";43;"M";1;"CAMIONETA";"RUTA 3 KM 306;000";"442751.02";"6378531.7"
25/02/2018 19:45:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";33;"M";0;;"RUTA 5 KM 57;000";"567604.62";"6190015.63"
25/02/2018 19:45:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";24;"F";0;;"RUTA 5 KM 57;000";"567604.62";"6190015.63"
27/02/2018 12:55:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";55;"F";0;"CAMION";"PALMAR ESQ. VEINTE DE SETIEMBRE";"576483.4638";"6137631.4048"
28/02/2018 00:02:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";32;"M";0;"OMNIBUS";"AVENIDA GENERAL FLORES ESQ. CHIMBORAZO";"576883.885";"6143207.3989"
28/02/2018 12:01:00;"CANELONES";"VILLA ARGENTINA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";57;"F";0;"CAMION";"RUTA INTERBALNEARIA KM 44";"611650.79";"6152111.22"
28/02/2018 18:40:00;"FLORES";"N/C";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";42;"M";0;;"RUTA 3 KM 182;500";"511074.23";"6285006.15"
01/03/2018 17:46:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"CUATRICICLO";"CONDUCTOR";45;"M";3;;"RUTA 33 KM 24;500";"581195.98";"6157363.99"
03/03/2018 19:50:00;"PAYSANDU";"PAYSANDU";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";62;"F";1;"MOTO";"SALADERO SANTA MARIA ESQ. OSTIA DE GOYA";"397886.67254209";"6428927.61794402"
03/03/2018 21:34:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";43;"M";1;"MOTO";"CAMINO CARRASCO ESQ. MONTEVIDEO";"586878.53317767";"6142100.44546401"
04/03/2018 08:00:00;"PAYSANDU";"PAYSANDU";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";71;"M";5;"BICICLETA";"BOULEVARD GENERAL JOSE G. ARTIGAS ESQ. INDUSTRIAS";"399390.3122";"6425235.502"
04/03/2018 11:05:00;"CANELONES";"ATLANTIDA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";73;"M";6;"OMNIBUS";"GENERAL JOSE G. ARTIGAS ESQ. 26";"613223.209";"6151733.1809"
06/03/2018 19:08:00;"CANELONES";"CITY GOLF";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";63;"M";0;"CAMIONETA";"RUTA INTERBALNEARIA KM 44;800";"612428.65";"6152053.6"
07/03/2018 12:20:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";72;"F";0;"AUTO";"CAMINO MALDONADO ESQ. FLORENCIA";"581107.4951";"6144909.9705"
08/03/2018 05:59:00;"SALTO";"N/C";"DEPARTAMENTAL";"DESPISTE";"CAMIONETA";"PASAJERO";65;"M";1;;"3 BOCAS (CANO DE ACCESO A PASO VALEGAS; LA MODERNA Y EL TATÚ)";"560257.69243599";"6550191.4199793"
08/03/2018 16:00:00;"CERRO LARGO";"RIO BRANCO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";18;"M";1;"AUTO";"CENTENARIO ESQ. DIONISIO CORONEL";"839797.5001";"6389168.6413"
08/03/2018 17:40:00;"TACUAREMBO";"PASO DE LOS TOROS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";77;"M";5;"MOTO";"BOULEVARD JOSE GERVASIO ARTIGAS ESQ. EMILIA GRASSI";"546488.6463";"6369002.3477"
08/03/2018 21:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";71;"F";0;"CAMIONETA";"AVENIDA ITALIA ESQ. SANTANDER";"579842.6213";"6139166.8006"
08/03/2018 19:45:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";49;"M";0;;"RUTA 106 KM. 27;000";"437790.24924256";"6233481.10621767"
09/03/2018 03:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"CAÍDA";"CAMION";"PASAJERO";37;"M";6;;"RAMBLA REPUBLICA DEL PERU ESQ. AVENIDA BRASIL";"577763.8412";"6136070.5862"
10/03/2018 21:37:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";8;"M";0;"AUTO";"RUTA 64 KM 1;500";"570321.03";"6181858.91"
11/03/2018 16:50:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";24;"M";0;"CARRO";"RUTA OCHO ESQ. CAMINO GENERAL LEANDRO GOMEZ";"582694.8999";"6147306.8804"
11/03/2018 15:30:00;"COLONIA";"NUEVA PALMIRA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";21;"M";1;"MOTO";"BRAVO ESQ. RIO NEGRO";"370376.0515";"6250960.5835"
12/03/2018 00:25:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";22;"F";1;"AUTO";"MIGUELETE ESQ. AVENIDA FERNANDEZ CRESPO";"574760.7947";"6138206.4477"
12/03/2018 00:28:00;"COLONIA";"JUAN LACAZE";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";28;"M";1;"MOTO";"ROMA ESQ. DOCTOR H. VACHELLI";"459671.2316";"6189948.5347"
12/03/2018 07:55:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";85;"M";1;"OMNIBUS";"AVENIDA GENERAL EUGENIO GARZON ESQ. CAMINO ARIEL";"571238.2975";"6145416.0517"
12/03/2018 17:39:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";11;"M";4;"AUTO";"BATALLA DEL CERRITO ESQ. MACIEL";"687283.1542";"6136352.0711"
12/03/2018 19:17:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";80;"F";1;"AUTO";"CAMINO CARRASCO ESQ. MONTEVIDEO";"586833.9581";"6142114.0554"
13/03/2018 18:50:00;"DURAZNO";"CENTENARO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";35;"M";0;"CAMION";"RUTA 5 KM 246;000";"547457.23";"6366144.98"
13/03/2018 21:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";15;"M";2;;"CAMINO DOMINGO ARENA ESQ. LAS PRIMICIAS";"578179.2874";"6146839.997"
13/03/2018 21:22:00;"TREINTA Y TRES";"CERRO CHATO";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";59;"M";0;"CAMION";"RUTA 7 KM 252;000";"674854.8";"6336366.37"
13/03/2018 23:51:00;"MALDONADO";"SAN RAFAEL EL PLACER";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";20;"F";6;;"PASTEUR y GABRIELA MISTRAL";"691417.97796001";"6133246.4057976"
16/03/2018 08:15:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";62;"M";25;"MOTO";"BOULEVARD APARICIO SARAVIA ESQ. ALEJANDRO DUMAS";"572188.0531";"6146487.6755"
16/03/2018 09:06:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";73;"F";0;"MOTO";"SIMON DEL PINO ESQ.SANTIAGO GADEA";"687730.8442";"6135588.7842"
16/03/2018 23:30:00;"SORIANO";"DOLORES";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";73;"M";1;"MOTO";"ASENCIO (RUTA 96) ESQ. HECTOR SAAVEDRA";"387588.4421";"6288141.5567"
17/03/2018 06:15:00;"SALTO";"SALTO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";28;"M";0;;"AVENIDA COSTANERA PTE. T. BERRETA ESQ. RIO DE LA PLATA";"406124.7228119";"6525756.86711745"
19/03/2018 10:40:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";78;"F";1;"CAMIONETA";"AVENIDA CENTENARIO ESQ. ESTERO BELLACO";"577203.1185";"6138836.7373"
20/03/2018 10:15:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";86;"F";0;"OMNIBUS";"AVENIDA BURGUES ESQ. SANTA ANA";"575008.4203";"6143199.5541"
23/03/2018 20:18:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";26;"F";0;"CAMIONETA";"CAMINO SANFUENTES ESQ. CAMINO FERRES";"563790.6413";"6140361.5625"
23/03/2018 19:30:00;"COLONIA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";66;"M";1;"CAMIONETA";"RUTA 12 KM 21;000";"387088.38";"6259436.21"
24/03/2018 02:20:00;"SALTO";"SALTO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";62;"M";1;"AUTO";"AVENIDA APOLON DE MIRBEK ESQ. GRITO DE ASENCIO";"408554.2286";"6529276.6158"
25/03/2018 07:10:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";20;"M";1;;"RUTA 81 KM 95;000";"629215.61542662";"6183095.01432696"
25/03/2018 05:50:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";27;"M";0;"CAMION";"EDUARDO PAZ AGUIRRE ESQ. ABREVADERO";"567547.1885";"6144740.0092"
25/03/2018 05:50:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";19;"M";1;"CAMION";"EDUARDO PAZ AGUIRRE ESQ. ABREVADERO";"567547.1885";"6144740.0092"
25/03/2018 17:15:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"MOTO";"CONDUCTOR";22;"M";14;;"CAMINO ALTUNA ESQ. CAMINO PEIXOTO";"565521.1553";"6152435.0051"
29/03/2018 23:26:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";21;"M";0;"AUTO";"AVENIDA DAMASO ANTONIO LARRAÑAGA ESQ. MINUANES";"577791.0789";"6142964.8259"
30/03/2018 04:50:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";17;"M";0;"CAMIONETA";"AVENIDA FRADE PASANDO PARQUE SAN CARLOS";"693049.10909587";"6148681.49249633"
31/03/2018 06:40:00;"SALTO";"PALOMAS";"DEPARTAMENTAL";"ATROPELLO DE ANIMALES";"MOTO";"CONDUCTOR";25;"M";1;;"CAMINO VECINAL; LOCALIDAD LAS PALMAS";"441230.63320666";"6561406.54595002"
31/03/2018 16:20:00;"MALDONADO";"GARZON";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";61;"F";0;"CAMION";"CAMINO A LA ESTACION ESQ. AVENIDA GARZON";"725060.3914";"6169153.2546"
01/04/2018 09:40:00;"SORIANO";"MERCEDES";"NACIONAL";"DESPISTE";"MOTO";"PASAJERO";32;"F";0;;"RUTA 2 KM 277;800";"405358.4364558";"6320276.05981415"
01/04/2018 14:00:00;"COLONIA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";12;"F";0;"CAMIONETA";"RUTA 12 KM 119;000";"474607.45";"6246236.51"
01/04/2018 14:00:00;"COLONIA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";10;"F";0;"CAMIONETA";"RUTA 12 KM 119;000";"474607.45";"6246236.51"
01/04/2018 14:00:00;"COLONIA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";10;"F";0;"CAMIONETA";"RUTA 12 KM 119;000";"474607.45";"6246236.51"
02/04/2018 20:00:00;"COLONIA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";71;"M";0;"CAMIONETA";"RUTA 97 ESQ. COLONIA ESTRELLA";"385617.22520962";"6238838.60162158"
03/04/2018 11:26:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";57;"M";0;"OMNIBUS";"AVENIDA GENERAL EUGENIO GARZON ESQ. TIMOTE";"570947.3455";"6143253.5508"
04/04/2018 05:31:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";22;"M";17;"OMNIBUS";"BOULEVARD GENERAL ARTIGAS ESQ. HOCQUART";"576233.3517";"6138968.2188"
04/04/2018 21:56:00;"SALTO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";36;"M";5;"MOTO";"RUTA 3 KM 485;000";"411729.72";"6525192.07"
05/04/2018 19:30:00;"ARTIGAS";"ARTIGAS";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";70;"F";2;"MOTO";"AVENIDA BALTASAR BRUM ESQ. JULIAN SAN VICENTE";"551706.9671";"6635792.5964"
07/04/2018 07:00:00;"SAN JOSE";"CIUDAD DEL PLATA";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";35;"M";0;;"DOCTOR ELIAS REGULES ESQ. JUAN ZORRILLA DE SAN MARTIN";"550300.1077";"6154661.5016"
