Fechayhora;"Departamento";"Localidad";"Jurisdiccion ";"TipodeSiniestro";"Vehiculo";"Rol";Edad;"Sexo";FallecidoalosDias;"Otrovehiculo";"LugardelSiniestro";"X";"Y"
2019-06-17 08:10:00;"COLONIA";"NUEVA PALMIRA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";75;"M";19;"MOTO";"CHILE ESQ. IBICUY";"369928.6075";"6251690.1108"
2019-06-22 05:05:00;"RIO NEGRO";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";42;"M";0;"CAMIONETA";"RUTA 3 KM 307;000";"442164.35";"6379349.89"
2019-06-22 17:40:00;"RIO NEGRO";"FRAY BENTOS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";20;"F";1;"AUTO";"RAMBLA DOCTOR ANGEL CUERVO";"377147.2131";"6335096.6051"
2019-06-23 03:20:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";33;"M";0;"OMNIBUS";"CASTRO CASTELLANO ESQ. PABLO PEREZ";"577262.7927";"6142623.5271"
2019-06-23 10:00:00;"SALTO";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";75;"M";24;;"RUTA 4 KM 105;000";"501332.83";"6557006.41"
2019-06-25 14:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";32;"F";1;"AUTO";"RUTA CESAR MAYO GUTIERREZ ESQ. FERNANDO MENCK";"570957.9162";"6149762.4873"
2019-06-25 22:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";55;"M";0;"OMNIBUS";"RAMON CASTRIZ ESQ. JOSE ANTONIO CABRERA";"579518.9203";"6141140.2931"
2019-06-28 07:50:00;"SALTO";"SALTO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";52;"M";0;"CAMIONETA";"FRANCISCO ACUÑA DE FIGUEROA ESQ. AVENIDA SARANDI";"407952.2404";"6526174.9499"
2019-06-29 06:00:00;"FLORIDA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";47;"M";0;"CAMION";"RUTA 7 KM 107;500";"622434.53";"6223269.26"
2019-06-30 15:15:00;"LAVALLEJA";"N/C";"DEPARTAMENTAL";"DESPISTE";"AUTO";"PASAJERO";29;"F";0;;"CAMINO VECINAL PRÓXIMO A RUTA 14";"700294.64220025";"6285528.76274419"
2019-07-01 09:00:00;"PAYSANDU";"PAYSANDU";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";44;"F";0;;"SARANDI ESQ. DOCTOR JOSE VEROCAY";"399029.1021";"6423588.9814"
2019-07-03 01:02:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";51;"M";0;;"RUTA 54 KM 42;000";"451005.11";"6230940.09"
2019-07-03 23:40:00;"RIVERA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";17;"M";0;"AUTO";"RUTA 5 KM 489;000";"634940.38";"6570756.95"
2019-07-03 23:40:00;"RIVERA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";53;"F";2;"AUTO";"RUTA 5 KM 489;000";"634940.38";"6570756.95"
2019-07-03 23:59:00;"CANELONES";"ATLANTIDA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";42;"M";3;"CAMIONETA";"CIRCUNVALACION ESQ. ROGER BALET";"613975.4665";"6151418.3818"
2019-07-05 23:50:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";26;"M";0;"AUTO";"AVENIDA DIECIOCHO DE JULIO ESQ. PARAGUAY";"573771.2828";"6137086.0726"
2019-07-06 12:37:00;"CANELONES";"N/C";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";58;"M";0;;"RUTA 67 KM 32;000";"578060.59";"6162889.58"
2019-07-07 12:10:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";62;"M";1;"AUTO";"AVENIDA LUIS BATLLE BERRES ESQ. ROQUE LUIS BARBERO";"562312.1475";"6147422.4727"
2019-07-08 18:40:00;"FLORIDA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";67;"M";0;"CAMION";"RUTA 5 KM 153;000";"560297.32";"6279895.64"
2019-07-08 23:55:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"DESPISTE";"AUTO";"PASAJERO";39;"M";0;;"AVENIDA DE LAS LEYES ESQ. GUATEMALA";"574133.4902";"6138650.4879"
2019-07-08 22:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";39;"M";14;"MOTO";"JOSE MARIA GUERRA ESQ. IGUAZU";"577854.7088";"6144409.8262"
2019-07-09 19:05:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";44;"M";0;"MOTO";"AVENIDA GENERAL SAN MARTIN ESQ. RANCAGUA";"575937.6596";"6144020.3346"
2019-07-11 19:30:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";72;"M";0;;"RUTA 64 KM 7;500";"575099.48";"6185425.84"
2019-07-13 07:07:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";33;"M";4;"OMNIBUS";"AVENIDA JOSE BELLONI ESQ. RUTA 102";"579010.3859";"6149267.3823"
2019-07-13 12:57:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";64;"M";0;"AUTO";"AVENIDA LUIS BATLLE BERRES ESQ. RUTA 5";"568204.7025";"6144018.3534"
2019-07-13 23:25:00;"TREINTA Y TRES";"N/C";"DEPARTAMENTAL";"DESPISTE";"CAMIONETA";"PASAJERO";19;"M";0;;"TRAMO VIEJO DE RUTA 18";"787475.65903004";"6351086.18780931"
2019-07-16 09:10:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";57;"F";1;;"COIMBRA ESQ. MAR ANTARTICO";"584231.5299";"6138020.8958"
2019-07-16 11:55:00;"LAVALLEJA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";62;"M";0;"CAMION";"RUTA 8 KM 85;000";"641426.13";"6175221.05"
2019-07-16 16:01:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";81;"M";0;"CAMIONETA";"RUTA 67 KM 27;500";"574442.31";"6161178.77"
2019-07-16 19:00:00;"SALTO";"SALTO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";60;"M";10;"CARRO";"AVENIDA CARLOS REYLES ESQ. OFICIAL UNO";"410544.3881";"6524814.5081"
2019-07-17 03:53:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";24;"M";0;"AUTO";"ECUADOR ESQ TURQUIA";"568721.9792";"6139388.8905"
2019-07-18 18:14:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";19;"M";0;;"RUTA 63 KM 10;100";"563628.68";"6193678.4"
2019-07-19 11:00:00;"MALDONADO";"SAN CARLOS";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";71;"F";0;"CAMIONETA";"DIECIOCHO DE JULIO ESQ. JUAN DE DIOS CURBELO";"690715.6015";"6147955.7517"
2019-07-19 15:00:00;"SAN JOSE";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";68;"M";1;"AUTO";"RUTA 1 KM 62;000";"526624.95";"6172847.76"
2019-07-20 03:00:00;"LAVALLEJA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";18;"M";0;;"RUTA 12 KM 345;000";"662626.39";"6192642.53"
2019-07-20 03:00:00;"LAVALLEJA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";19;"M";0;;"RUTA 12 KM 345;000";"662626.39";"6192642.53"
2019-07-21 11:31:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";27;"M";0;"OMNIBUS";"MARCELINO SOSA ESQ. CARLOS REYLES";"574658.0201";"6139818.1251"
2019-07-22 20:00:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";62;"M";0;"CAMIONETA";"Avda Wilson Ferreira Aldunate";"588053.24560188";"6143039.39879907"
2019-07-23 21:09:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";65;"F";0;;"RUTA1 Km. 135;200";"461094.53126779";"6198439.02626498"
2019-07-26 09:22:00;"CANELONES";"LOS TITANES";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";32;"F";1;;"RUTA INTERBALNEARIA KM 64;00";"630940.11";"6151015"
2019-07-28 06:15:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";59;"M";0;"MOTO";"RUTA 7 KM 85;000";"615679.91";"6204963.63"
2019-07-28 15:36:00;"COLONIA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";25;"M";1;"AUTO";"RUTA 1 KM 167;000";"431834.01";"6189533.13"
2019-07-28 18:35:00;"CANELONES";"ATLANTIDA";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";81;"M";0;"CAMIONETA";"RUTA INTERBALNEARIA KM 46;100";"613750.28";"6152268.03"
2019-07-30 14:05:00;"CERRO LARGO";"MELO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";46;"M";8;"CAMION";"EJIDO ESQ. TREINTA Y TRES";"766722.4264";"6415779.3971"
2019-07-31 17:40:00;"LAVALLEJA";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";36;"M";0;"CAMIONETA";"RUTA 81 próximo a RUTA 8";"642066.14016711";"6181201.68366439"
2019-08-02 04:44:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";19;"F";0;"CAMION";"RUTA 107 KM 12;500";"576347.71";"6173756.06"
2019-08-02 07:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";4;"M";0;"CAMION";"VENIDA DON PEDRO DE MENDOZA ESQ. CAMINO DE LAS TROPAS O URUGUAY";"576364.2548";"6155936.9926"
2019-08-02 07:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";36;"M";0;"CAMION";"VENIDA DON PEDRO DE MENDOZA ESQ. CAMINO DE LAS TROPAS O URUGUAY";"576364.2548";"6155936.9926"
2019-08-02 07:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMION";"CONDUCTOR";58;"M";0;"AUTO";"VENIDA DON PEDRO DE MENDOZA ESQ. CAMINO DE LAS TROPAS O URUGUAY";"576364.2548";"6155936.9926"
2019-08-03 06:18:00;"SAN JOSE";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";29;"M";0;;"RUTA 1 KM 36;000";"547585.85";"6158108.9"
2019-08-03 06:18:00;"SAN JOSE";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";34;"M";0;;"RUTA 1 KM 36;000";"547585.85";"6158108.9"
2019-08-03 21:00:00;"CANELONES";"PROGRESO";"DEPARTAMENTAL";"CAÍDA";"BICICLETA";"CONDUCTOR";58;"M";1;;"SIMON BOLIVAR ESQ. BUENOS AIRES";"570344.307";"6164659.8472"
2019-08-05 02:20:00;"CERRO LARGO";"MELO";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";36;"M";0;;"AVENIDA ESPAÑA ESQ MARTIN BARAIBAR";"765339.7132";"6415173.799"
2019-08-05 20:40:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";63;"M";0;"AUTO";"RUTA 102 ESQ. AVENIDA DON PEDRO DE MENDOZA";"576396.1795";"6149379.7103"
2019-08-06 21:14:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";39;"F";1;"AUTO";"JOSE ANTONIO CABRERA ESQ. DOCTOR SILVESTRE PEREZ";"579061.2181";"6140661.0906"
2019-08-07 13:00:00;"LAVALLEJA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";35;"M";0;"CAMIONETA";"RUTA 8 KM 109;000";"653324.94";"6192979.22"
2019-08-07 15:00:00;"CANELONES";"SAN ANTONIO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";69;"M";0;"CAMION";"RUTA 33 KM 55;000";"584142.96";"6187097.92"
2019-08-08 06:30:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";60;"M";11;"AUTO";"RUTA 39 KM 11;000";"688194.77871881";"6142387.19460413"
2019-08-08 03:00:00;"ARTIGAS";"N/C";"NACIONAL";"ATROPELLO DE ANIMALES";"MOTO";"CONDUCTOR";38;"M";0;;"RUTA 3 KM 601;000";"437857.36";"6630883.82"
2019-08-11 20:00:00;"TACUAREMBO";"PASO DE LOS TOROS";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";59;"M";0;"AUTO";"RUTA 5 KM 252;000";"545049.32";"6371420.47"
2019-08-12 16:20:00;"CERRO LARGO";"MELO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";19;"F";0;"MOTO";"MIGUEL BARREIRO Y ANDRÉS LATORRE";"768931.24069121";"6415242.48278856"
2019-08-12 21:00:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";27;"M";0;"AUTO";"ECUADOR EQS. ESTADOS UNIDOS";"590862.50468728";"6142671.8825717"
2019-08-17 12:00:00;"FLORES";"TRINIDAD";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";78;"M";2;"MOTO";"ANUEL SANCHEZ ECHEVERRIA ESQ. FRANCISCO FONDAR";"509493.0449";"6290689.8329"
2019-08-18 02:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";64;"M";0;;"AVENIDA DOCTOR ALFREDO AROCENA ESQ. PEDRO DOMINGO MURILLO";"585606.0017";"6139871.8625"
2019-08-18 19:45:00;"TREINTA Y TRES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";47;"F";16;"AUTO";"RUTA 7 KM 259;000";"679804.10661884";"6338295.02846764"
2019-08-20 12:50:00;"DURAZNO";"DURAZNO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";44;"M";6;"AUTO";"DAMASO ANTONIO LARRAÑAGA ESQ. FRUCTUOSO RIVERA";"543778.154";"6306841.3099"
2019-08-20 13:15:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";57;"M";1;"MOTO";"AVENIDA BRASIL ESQ. LEANDRO GOMEZ";"638636.0384";"6580669.8384"
2019-08-23 19:00:00;"FLORIDA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";23;"M";0;"CAMION";"RUTA 7 KM 222;000";"673078.38";"6309619.93"
2019-08-24 06:51:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";43;"F";0;"CAMION";"RAMBLA SUD AMERICA ESQ. COLOMBIA";"573498.8727";"6138788.2253"
2019-08-24 08:10:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";74;"M";0;;"RAFAEL ESQ. ABIPONES";"580079.6962";"6144549.6844"
2019-08-24 21:30:00;"PAYSANDU";"PAYSANDU";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";30;"M";1;"MOTO";"FLORIDA ESQ. LIBERTAD";"397283.131";"6424117.9989"
2019-08-25 04:10:00;"SALTO";"SALTO";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";31;"M";0;;"BENITO SOLARI ESQ. INGENIERO PEREIRA MACHADO";"407907.0393";"6525874.8766"
2019-08-26 19:10:00;"MALDONADO";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";26;"M";0;"CAMIONETA";"RUTA 9 KM 117;000";"671613.23";"6152117.25"
2019-08-27 08:27:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";79;"M";1;"CAMIONETA";"RUTA 11 KM 127;000";"592803.07";"6179588.74"
2019-08-27 14:26:00;"CANELONES";"VILLA FELICIDAD";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";44;"F";3;"CAMIONETA";"RUTA 5 KM 32;000";"569233.51";"6166277.59"
2019-08-30 20:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";41;"M";0;"CAMION";"CAMINO MELILLA ESQ. CAMINO LUIS EDUARDO PEREZ";"568424.7314";"6147365.4378"
2019-09-02 20:24:00;"CANELONES";"VILLA CASTELLANA";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";40;"M";0;;"LOS CARDOS ESQ. JOSE GERVASIO ARTIGAS";"594092.90143119";"6155407.9006194"
2019-09-03 14:03:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";54;"F";0;"OMNIBUS";"JOSE LLUPES ESQ. AVENIDA GENERAL EUGENIO GARZON";"570817.1405";"6142967.7844"
2019-09-06 04:55:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";28;"M";6;;"FRANCISCO JOAQUIN MUÑOZ ESQ LORENZO PEREZ";"577877.9776";"6137128.887"
2019-09-07 06:39:00;"TREINTA Y TRES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";23;"M";0;"CAMION";"RUTA 8 KM 263;000";"731434.19";"6301390.77"
2019-09-07 18:55:00;"ROCHA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CUATRICICLO";"CONDUCTOR";65;"M";0;"AUTO";"RUTA 19 KM 26;500";"806168.24433188";"6277405.40294773"
2019-09-08 20:00:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";56;"M";0;;"1ER ENTRADA A GRUTAS DE SALAMANCA A 50 MTS. DE RUTA 13 KM 185;000";"718620.0900689";"6219532.18095129"
2019-09-08 21:57:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";47;"M";0;"AUTO";"BOULEVARD GENERAL ARTIGAS ESQ. PEDERNAL";"576110.1871";"6140515.362"
2019-09-08 21:10:00;"CANELONES";"MEDANOS DE SOLIMAR";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";42;"M";5;;"AV. GIANNATASIO KM 27;400";"597730.92954058";"6147828.87165468"
2019-09-08 05:20:00;"COLONIA";"COLONIA DEL SACRAMENTO";"NACIONAL";"DESPISTE";"MOTO";"PASAJERO";21;"M";11;;"GONZALEZ MORENO ENTRE CALLE 1 y DOCTOR EMILIO FRUGONI (Ruta 1 Vieja)";"424013.0359";"6186357.3017"
2019-09-11 18:00:00;"ARTIGAS";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";61;"M";1;;"RUTA 30 KM 134;500";"553383.12";"6631416.6"
2019-09-14 11:05:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";75;"M";0;"CAMIONETA";"AV GIANNATTASIO ESQ. JULIA DE ALMENARA";"592849.13261887";"6144632.97816056"
2019-09-15 09:19:00;"ARTIGAS";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";0;"F";0;;"RUTA 30 KM 86;000";"510264.38";"6629914.91"
2019-09-15 17:40:00;"SALTO";"N/C";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";49;"M";6;"AUTO";"AVENIDA BLANDENGUES (PUENTE SAN ANTOÑO CHICO)";"411294.69554853";"6534019.30662481"
2019-09-16 19:00:00;"CANELONES";"N/C";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";52;"M";0;;"PASO GARUA KM 48;500 ESQ. CON. CARBONERA";"556650.78832887";"6176646.03802001"
2019-09-16 20:00:00;"FLORIDA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";68;"M";0;;"RUTA 6 KM 84;000";"598563.37";"6207783.4"
2019-09-19 10:14:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";41;"M";0;"CAMION";"LUIS LASAGNA ESQ. NIÑA";"569035.8874";"6148739.0695"
2019-09-20 18:39:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";77;"M";0;"AUTO";"RUTA 6 KM 38;500";"587168.47";"6169277.57"
2019-09-20 23:30:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";37;"M";0;;"RUTA 39 ESQUINA CAMINO A LAS ROSAS";"688143.99786672";"6144230.2665408"
2019-09-21 10:52:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";61;"M";1;"AUTO";"RUTA 5 KM 11;900 ESQ CAMINO LUIS EDUARDO PEREZ";"567846.6227681";"6147186.27400588"
2019-09-21 21:59:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";54;"F";0;"AUTO";"RUTA 101 KM 30;000";"594171.74832413";"6153697.66293871"
2019-09-23 18:30:00;"LAVALLEJA";"MINAS";"DEPARTAMENTAL";"CAÍDA";"BICICLETA";"CONDUCTOR";55;"M";1;;"RUTA 8 ESQ. ANA MONTERROSO DE LAVALLEJA";"660346.9024";"6194462.7311"
2019-09-25 12:30:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";83;"M";10;"MOTO";"APARICIO SARAVIA ESQ. CONGRESO ORIENTAL";"637326.841";"6581329.0476"
2019-09-28 14:25:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";34;"F";0;;"RUTA 1 KM 114;000 (ENTRADA BALNEARIO SANTA REGINA)";"483114.48277027";"6199497.61408502"
2019-09-29 07:00:00;"CERRO LARGO";"RIO BRANCO";"NACIONAL";"CAÍDA";"MOTO";"CONDUCTOR";37;"M";0;;"RUTA 26 KM 88;500";"839919.88475183";"6389478.62917752"
2019-10-01 19:38:00;"CANELONES";"SAN LUIS";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";61;"M";0;"CAMIONETA";"RUTA INTERBALNEARIA KM 62;000";"629009.47";"6152627.65"
2019-10-02 22:35:00;"CANELONES";"SANTA LUCIA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";20;"M";1;"AUTO";"DOCTOR ANTONIO LEGNANI ESQ. ANTONIO VOLPE";"556294.3602";"6187150.6517"
2019-10-03 10:40:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";39;"F";2;"CAMION";"JAPON ESQ. AVENIDA DOCTOR CARLOS MARIA RAMIREZ";"568952.1666";"6140697.7754"
2019-10-04 17:35:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";32;"F";0;;"RUTA 1 KM 130;000";"467294.5";"6199999.6"
2019-10-04 19:30:00;"DURAZNO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";46;"M";0;"CAMION";"RUTA 5 KM 236;000";"549319.13";"6356374.07"
2019-10-04 12:30:00;"PAYSANDU";"PAYSANDU";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";52;"F";5;"AUTO";"REPUBLICA ARGENTINA ESQ. JOAQUIN SUAREZ";"399383.4646";"6423686.3044"
2019-10-06 20:41:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE ANIMALES";"CAMIONETA";"CONDUCTOR";53;"M";0;;"RUTA 74 KM 30;000";"587318.03";"6157891.36"
2019-10-07 22:40:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";32;"M";0;"CAMION";"AVENIDA DE LAS INSTRUCCIONES ESQ. CAMINO CASAVALLE";"574262.718";"6145316.6544"
2019-10-12 14:55:00;"CERRO LARGO";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";0;"F";0;;"RUTA 26 KM 393;000";"726352.52";"6419351.84"
