Fechayhora;"Departamento";"Localidad";"Jurisdiccion ";"TipodeSiniestro";"Vehiculo";"Rol";Edad;"Sexo";FallecidoalosDias;"Otrovehiculo";"LugardelSiniestro";"X";"Y"
2019-04-03 17:58:00;"COLONIA";"ZAGARZAZU";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";24;"M";1;;"RUTA 21 KM 261 padrón L-4659";"376760.49";"6241967.66"
2019-04-04 21:05:00;"SAN JOSE";"N/C";"DEPARTAMENTAL";"ATROPELLO DE ANIMALES";"MOTO";"CONDUCTOR";42;"M";0;;"CAMINO VECINAL SIN NOMBRE; PROXIMO A RUTA 1 KM 85;000";"509037.18976663";"6187926.70750807"
2019-04-04 10:30:00;"PAYSANDU";"GUICHON";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";70;"M";8;"MOTO";"SEGUNDA ARTIGAS ESQ. PROGRESO";"480805.816";"6419890.9517"
2019-04-06 19:28:00;"SAN JOSE";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";77;"M";0;;"RUTA 3 KM 100;000";"527286.71";"6207334.42"
2019-04-06 22:15:00;"RIO NEGRO";"FRAY BENTOS";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";29;"M";0;"AUTO";"RUTA PUENTE PUERTO ESQ. WILSON FERREIRA ALDUNATE";"379516.6393";"6334604.3522"
2019-04-07 05:31:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";15;"M";0;"AUTO";"RAMBLA REPUBLICA DEL PERU ESQ. MARCO BRUTI";"578849.9648";"6136588.6407"
2019-04-08 13:40:00;"FLORIDA";"FLORIDA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";68;"M";0;"CAMION";"Ruta 5 KM 94;800";"574270.27845261";"6226088.01567297"
2019-04-08 07:17:00;"CANELONES";"LAS PIEDRAS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";20;"M";0;"TREN";"AVENIDA EL DORADO ESQ. VIA FERREA";"571762.3953";"6159156.8902"
2019-04-08 07:17:00;"CANELONES";"LAS PIEDRAS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";48;"M";0;"TREN";"AVENIDA EL DORADO ESQ. VIA FERREA";"571762.3953";"6159156.8902"
2019-04-08 05:50:00;"CANELONES";"CANELONES";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";21;"M";4;;"RUTA 5 KM 45;700 Y 11";"566916.69916212";"6179664.9491335"
2019-04-10 10:55:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";86;"F";0;"OMNIBUS";"AVENIDA DAMASO ANTONIO LARRAÑAGA ESQ. CAMINO CORRALES";"577839.1255";"6143165.861"
2019-04-10 15:40:00;"TACUAREMBO";"TACUAREMBO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"PASAJERO";15;"F";1;"BICICLETA";"GENERAL FLORES ESQ. CONTINUACION LUIS CASTAGNETTO";"595949.2827";"6490068.3396"
2019-04-11 03:40:00;"FLORIDA";"FLORIDA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";67;"M";0;"CAMION";"RUTA 5 KM 100;000";"570532.8";"6229303.85"
2019-04-11 03:40:00;"FLORIDA";"FLORIDA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";53;"M";0;"CAMION";"RUTA 5 KM 100;000";"570532.8";"6229303.85"
2019-04-12 22:30:00;"TACUAREMBO";"PASO DE LOS TOROS";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";49;"M";0;"AUTO";"RUTA 5 KM. 251";"546260.51";"6369800.87"
2019-04-13 00:20:00;"PAYSANDU";"CHACRAS DE PAYSANDU";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";55;"M";0;"OMNIBUS";"RUTA 3 KM 367;400";"400853.16";"6420937.26"
2019-04-13 05:37:00;"SORIANO";"SORIANO";"DEPARTAMENTAL";"COLISIÓN CON OBSTÁCULO EN CALZADA";"MOTO";"PASAJERO";20;"M";0;;"ITUZAINGO ESQ. DON BOSCO";"404386.7161";"6319794.476"
2019-04-14 03:31:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";41;"M";0;"AUTO";"RUTA 48 KM 11;000";"563063.72";"6161939.2"
2019-04-14 06:32:00;"TREINTA Y TRES";"N/C";"DEPARTAMENTAL";"DESPISTE";"CAMIONETA";"PASAJERO";37;"M";1;;"RUTA 98 KM 4;000";"741431.49228359";"6326389.92084111"
2019-04-14 10:05:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";22;"M";0;"CAMION";"RUTA 107 KM 3;200";"582735.34";"6167388.87"
2019-04-16 12:00:00;"CERRO LARGO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";42;"M";0;"AUTO";"RUTA 26 KM 4;500";"772093.05777338";"6413215.49657559"
2019-04-16 12:00:00;"CERRO LARGO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";15;"M";0;"AUTO";"RUTA 26 KM 4;500";"772093.05777338";"6413215.49657559"
2019-04-18 17:28:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";39;"F";0;"AUTO";"RUTA 1 KM 20;000";"559799.77";"6148890.98"
2019-04-18 17:28:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";62;"F";2;"AUTO";"RUTA 1 KM 20;000";"559799.77";"6148890.98"
2019-04-18 17:28:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";9;"M";7;"AUTO";"RUTA 1 KM 20;000";"559799.77";"6148890.98"
2019-04-20 03:45:00;"SORIANO";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";67;"M";0;;"RUTA 14 KM 15;000";"420298.2";"6322162.91"
2019-04-20 19:27:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";32;"M";0;;"RUTA 5 KM 42;000";"566995.28";"6175936.21"
2019-04-21 06:28:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";39;"M";0;;"RUTA 39 KM 7;000";"687354.21503715";"6138777.72230238"
2019-04-21 07:05:00;"ARTIGAS";"ARTIGAS";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";17;"M";0;;"AVENIDA CORONEL CARLOS LECUEDER ESQ. 12 DE OCTUBRE";"551731.7384";"6637103.8614"
2019-04-21 12:49:00;"CANELONES";"N/C";"NACIONAL";"DESPISTE";"MOTO";"PASAJERO";36;"F";0;;"RUTA 8 KM 49;000";"611990.95";"6162196.82"
2019-04-21 17:58:00;"SAN JOSE";"18 DE JULIO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";80;"M";0;"AUTO";"RUTA 11 KM 78;500";"550698.7";"6188961.16"
2019-04-22 23:20:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";74;"F";1;"AUTO";"JORGE CANNING ESQ. CIUDAD DE BAHIA BLANCA";"576571.4262";"6138185.6787"
2019-04-23 00:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";24;"F";0;"AUTO";"MINAS ESQ. CERRO LARGO";"574648.5531";"6137799.345"
2019-04-25 15:04:00;"MALDONADO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";22;"M";0;"CAMION";"RUTA 9 KM 141;200";"693361.53731028";"6149365.12234846"
2019-04-26 01:50:00;"SORIANO";"CHACRAS DE DOLORES";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";28;"M";0;"CAMION";"PERIMETRAL Y PASO MORLAN";"387520.32341508";"6287598.28524076"
2019-04-26 01:51:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";60;"M";19;"MOTO";"LEONARDO OLIVERA ESQ. CONTINUACION LAURELES";"569206.9058";"6141089.1751"
2019-04-26 01:52:00;"CANELONES";"PARQUE DEL PLATA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";20;"M";0;"AUTO";"RUTA INTERBALNEARIA KM 51;000";"618263.27";"6153928.04"
2019-04-26 01:53:00;"CANELONES";"CAPITÁN JUAN ANTONIO";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";26;"M";0;"CAMIONETA";"RUTA 8 KM 26;000";"591431.38";"6153978.76"
2019-04-26 01:54:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";63;"M";0;"OMNIBUS";"RUTA 101 KM 19;000";"589475.16";"6143730.95"
2019-04-30 19:45:00;"CANELONES";"BOLIVAR";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";39;"M";0;"CAMION";"RUTA 7 KM 92;500";"616380.24";"6212376.36"
2019-05-01 06:40:00;"SAN JOSE";"SAN JOSE DE MAYO";"DEPARTAMENTAL";"CAÍDA";"BICICLETA";"CONDUCTOR";36;"M";0;;"CHILE ESQ. COLOMBIA";"527293.3893";"6201782.2697"
2019-05-01 23:40:00;"CERRO LARGO";"MELO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";16;"M";0;"AUTO";"GENERAL APARICIO SARAVIA ESQ.  JOSE PEDRO VARELA";"766365.8168";"6414775.3921"
2019-05-03 17:37:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";33;"M";0;"CAMIONETA";"RUTA 10";"665225.38221951";"6139084.63958288"
2019-05-03 17:37:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";52;"M";0;"MOTO";"RUTA 10";"665225.38221951";"6139084.63958288"
2019-05-03 06:40:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";27;"M";2;"CAMION";"RUTA 5 KM 20;000";"568246.08";"6154594.64"
2019-05-05 23:40:00;"ARTIGAS";"BELLA UNION";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";39;"M";0;;"RUTA 3 KM 625;000";"443038.74";"6652860.6"
2019-05-06 08:00:00;"CERRO LARGO";"MELO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";0;"M";0;"AUTO";"GENERAL APARICIO SARAVIA y DIECIOCHO DE JULIO";"766501.6063";"6415698.5483"
2019-05-06 10:19:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";62;"M";2;"AUTO";"RAMBLA VEINTICINCO DE AGOSTO ESQ. YACARA";"572090.3777";"6137213.1929"
2019-05-08 08:00:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";75;"M";1;"CAMIONETA";"PRESIDENTE VIERA ESQ.  JOSE PEDRO VARELA";"638016.4791";"6580456.3712"
2019-05-09 07:40:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";27;"M";0;"AUTO";"RUTA 8 ESQ. CAMINO CERDEÑA";"582263.0193";"6146353.2223"
2019-05-09 13:50:00;"COLONIA";"NUEVA PALMIRA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";51;"F";1;"CAMION";"JOSE PEDRO VARELA ESQ. LA PAZ";"370219.227";"6251693.282"
2019-05-10 12:37:00;"CANELONES";"SALINAS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";45;"F";0;"MOTO";"CALLE 60 ESQ. 68";"604060.04011547";"6151609.53468933"
2019-05-11 20:50:00;"CANELONES";"MARINDIA";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";46;"M";0;;"PANAMBI ESQ. BIEGUA";"607018.0555";"6152153.5468"
2019-05-12 03:20:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";56;"M";0;"MOTO";"ARTURO SANTANA ESQ. SANTA TERESA";"686986.518";"6134925.9916"
2019-05-12 03:20:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";22;"M";5;"MOTO";"ARTURO SANTANA ESQ. SANTA TERESA";"686986.518";"6134925.9916"
2019-05-12 10:15:00;"ROCHA";"ROCHA";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";60;"M";1;;"PISTA DE CICLISMO";"744096.72239424";"6180147.6454419"
2019-05-12 12:30:00;"MALDONADO";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";64;"F";0;;"RUTA 12 KM 379;000";"676260.685882";"6163626.39531406"
2019-05-13 01:57:00;"SAN JOSE";"LIBERTAD";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";25;"M";0;"CAMION";"RUTA 1 KM 51;000";"535032.19";"6166121.29"
2019-05-13 10:45:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";89;"M";1;"OMNIBUS";"BOULEVARD JOSE BATLLE Y ORDOÑEZ ESQ. RAMON ANADOR";"579501.2028";"6138469.6833"
2019-05-16 18:35:00;"CANELONES";"CAPITÁN JUAN ANTONIO ARTIGAS";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";73;"M";1;"AUTO";"RUTA 8 KM 24;000";"589868.57";"6152731.48"
2019-05-16 19:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";66;"M";7;"AUTO";"AVENIDA JOAQUIN SUAREZ ESQ. BOULEVARD GENERAL ARTIGAS";"573428.0693";"6140871.6724"
2019-05-17 18:30:00;"TACUAREMBO";"ANSINA";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";81;"F";0;"CAMION";"Ruta 26 KM 289;400";"645693.36921546";"6471803.368827"
2019-05-17 23:00:00;"CERRO LARGO";"RIO BRANCO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";19;"F";2;"AUTO";"AV. CENTENARIO ESQ. JUANITA DE IMIZCOZ";"839852.5605";"6389253.1798"
2019-05-17 15:34:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";82;"M";3;"AUTO";"AVENIDA OCHO DE OCTUBRE ESQ.  ALFEREZ REAL";"579172.509";"6141960.7412"
2019-05-18 06:40:00;"TACUAREMBO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";54;"M";0;"CAMION";"RUTA 31 KM 213;000";"590369.67";"6493776.11"
2019-05-18 18:31:00;"CANELONES";"ESTACION ATLANTIDA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";57;"M";0;"AUTO";"RUTA 11 KM 163;000";"613008.07";"6155186.01"
2019-05-18 20:28:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";0;"M";1;"CABALLO";"RUTA 67 KM 27;500";"574442.31";"6161178.77"
2019-05-18 20:28:00;"CANELONES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";23;"F";1;"CABALLO";"RUTA 67 KM 27;500";"574442.31";"6161178.77"
2019-05-19 01:05:00;"CANELONES";"LA PAZ";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";26;"F";0;"AUTO";"GENERAL ARTIGAS ESQ. INDUSTRIA";"571039.5561";"6154457.1757"
2019-05-19 01:05:00;"CANELONES";"LA PAZ";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";23;"M";0;"AUTO";"GENERAL ARTIGAS ESQ. INDUSTRIA";"571039.5561";"6154457.1757"
2019-05-19 22:27:00;"SAN JOSE";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";55;"M";0;"CAMION";"RUTA 11 KM 72;000";"544887.99";"6191810.77"
2019-05-18 16:30:00;"FLORIDA";"CERRO CHATO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";53;"M";3;"AUTO";"RUTA 7 KM 247;500";"674140.38758605";"6334218.04147916"
2019-05-20 22:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";21;"M";0;"OMNIBUS";"BOULEVARD ESPAÑA ESQ. BOULEVARD ESPAÑA";"576106.5173";"6136642.93"
2019-05-21 19:55:00;"ROCHA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";15;"M";0;"CAMIONETA";"RUTA 19 KM 4;050";"824335.39967254";"6266614.29230251"
2019-05-25 16:55:00;"COLONIA";"MIGUELETE";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";82;"M";0;;"GENERAL JUAN ANTONIO LAVALLEJA ESQ. DAMASO ANTONIO LARRAÑAGA";"440442.8466";"6237119.6098"
2019-05-25 17:25:00;"ARTIGAS";"DURAZNO";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";68;"M";0;;"RUTA 3 KM 590;000";"435951.44";"6620165.24"
2019-05-26 18:05:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"CAÍDA";"BICICLETA";"CONDUCTOR";37;"M";3;;"AVENIDA WILSON FERREIRA ALDUNATE";"685520.0308";"6137939.8481"
2019-05-27 09:00:00;"PAYSANDU";"PAYSANDU";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";55;"F";0;"AUTO";"CERRITO ESQ. WASHINGTON";"398684.9445";"6424214.6371"
2019-05-28 21:30:00;"CANELONES";"CIUDAD DE LA COSTA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";53;"M";3;"AUTO";"RUTA INTERBALNEARIA KM 24;500";"593581.33";"6146771.88"
2019-06-01 06:35:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";19;"M";0;"AUTO";"RUTA 1 KM 9;000";"566663.96";"6143092.11"
2019-06-01 20:07:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";30;"M";6;"CAMIONETA";"CAMINO CARMELO COLMAN ESQ. CAMINO MANUEL FORTET";"572277.7108";"6148435.8516"
2019-06-02 13:35:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";42;"M";0;;"RAMBLA VEINTICINCO DE AGOSTO DE 1825 ESQ. ITUZANIGO";"572518.4156";"6137434.2589"
2019-06-02 18:55:00;"CERRO LARGO";"RIO BRANCO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"CABALLO";"CONDUCTOR";51;"M";0;"CAMIONETA";"YIMICO TECHERA ESQ. CAMINO PASO YONI";"837543.92166657";"6387548.75448444"
2019-06-03 19:00:00;"SALTO";"ALBISU";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";33;"F";0;"AUTO";"RUTA 31 KM 12;000";"422680.86";"6527793.73"
2019-06-04 10:00:00;"DURAZNO";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";51;"M";0;;"RUTA 19 KM 80;000";"662700.16";"6334655.81"
2019-06-04 10:00:00;"DURAZNO";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";34;"M";0;;"RUTA 19 KM 80;000";"662700.16";"6334655.81"
2019-06-04 16:00:00;"ROCHA";"N/C";"DEPARTAMENTAL";"DESPISTE";"AUTO";"PASAJERO";0;"F";0;;"CAMINO LAS BARRITAS a 150 metros de RUTA 9";"826502.30791667";"6260270.92778879"
2019-06-04 15:45:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";22;"M";16;"OMNIBUS";"INDIANA ESQ. AVENIDA CENTRAL";"598603.16564174";"6147134.09865512"
2019-06-05 07:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";72;"M";0;"AUTO";"CAMINO REPETTO ESQ. ARQUITECTO VICTOR RABU";"583191.3012";"6148832.3505"
2019-06-05 10:40:00;"SORIANO";"PALMITAS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";71;"M";1;"AUTO";"DOCTOR MANENTE ESQ. CARLOS REYLES";"425563.6495";"6291969.7184"
2019-06-05 20:45:00;"CERRO LARGO";"MELO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";85;"M";3;;"ESTEBAN O. VIEIRA  CASI TORRES GARCIA";"767552.22959985";"6415311.80376054"
2019-06-06 17:00:00;"LAVALLEJA";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";55;"M";1;;"RUTA 8 KM 213;000";"707071.85";"6260089.36"
2019-06-06 17:00:00;"LAVALLEJA";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";34;"F";1;;"RUTA 8 KM 213;000";"707071.85";"6260089.36"
2019-06-07 12:12:00;"CANELONES";"SALINAS";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";73;"M";0;"CAMIONETA";"RUTA INTERBALNEARIA KM 37;500";"605275.79";"6151145.38"
2019-06-08 06:16:00;"SAN JOSE";"N/C";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";54;"M";0;;"RUTA 11 KM 56;800";"531953.76";"6199251.59"
2019-06-09 05:40:00;"PAYSANDU";"NUEVO PAYSANDU";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";41;"F";1;"AUTO";"BOULEVARD GENERAL JOSE G. ARTIGAS ESQ. CALLE 30";"399633.28751197";"6427188.97334822"
2019-06-10 07:20:00;"DURAZNO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";29;"M";0;"CAMIONETA";"RUTA 14 km 222;000";"581337.61792917";"6315449.90729441"
2019-06-10 07:20:00;"DURAZNO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";31;"M";0;"AUTO";"RUTA 14 km 222;000";"581337.61792917";"6315449.90729441"
2019-06-10 10:58:00;"TACUAREMBO";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";73;"M";0;;"RUTA 5 KM 308;000";"569772.03";"6420419.03"
2019-06-10 17:50:00;"ARTIGAS";"N/C";"NACIONAL";"DESPISTE";"CAMION";"PASAJERO";43;"M";0;;"RUTA 30 KM 135;000";"553594.56";"6630976.5"
2019-06-11 16:03:00;"COLONIA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";59;"M";0;"CAMION";"RUTA 12 KM 114;000";"470599.29";"6247646.48"
2019-06-11 19:13:00;"CANELONES";"CIUDAD DE LA COSTA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";46;"M";0;"AUTO";"RUTA INTERBALNEARIA KM 26;600";"595278.53";"6147985.78"
2019-06-12 22:35:00;"COLONIA";"ROSARIO";"DEPARTAMENTAL";"DESPISTE";"AUTO";"CONDUCTOR";49;"M";1;;"TREINTA Y TRES ESQ. BOLIVAR";"467918.8992";"6203460.0501"
2019-06-13 00:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";63;"M";0;"AUTO";"AVENIDA DON PEDRO DE MENDOZA ESQ. CAMINO LOS FRESNOS";"576354.5817";"6153136.4703"
2019-06-13 14:30:00;"PAYSANDU";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";80;"M";7;"AUTO";"RUTA 3 KM 346;000";"414513.96";"6406062.37"
2019-06-14 07:00:00;"SALTO";"SALTO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";49;"M";1;"AUTO";"YACQUES ESQ. AVENIDA MANUEL PATULE";"408933.99033145";"6526141.57635164"
2019-06-14 19:45:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";81;"F";1;"AUTO";"AVENIDA DOCTOR LUIS ALBERTO DE HERRERA ESQ. DARWIN";"574644.7836";"6141907.0902"
2019-06-15 18:35:00;"RIO NEGRO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";77;"M";0;"OMNIBUS";"RUTA 2 ESQ. RUTA 24";"389975.35046945";"6329205.36696433"
2019-06-15 18:35:00;"RIO NEGRO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";73;"M";0;"OMNIBUS";"RUTA 2 ESQ. RUTA 24";"389975.35046945";"6329205.36696433"
2019-06-16 19:00:00;"TREINTA Y TRES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";61;"F";1;"AUTO";"RUTA 8 KM 345;000";"759843.31";"6373088.14"
2019-06-16 22:48:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";33;"M";8;"AUTO";"CUBA ESQ. SUECIA";"567767.9155";"6139641.243"
