FECHA Y HORA;DEPARTAMENTO;JURISDICCION;TIPO DE SINIESTRO;VEHICULO;ROL;EDAD;SEXO;FALLECIDO A LOS (DIAS);OTRO VEHICULO;DIRECCION;X;Y
05/04/2017 23:20;SAN JOSE;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;37;M;14;CAMION;RUTA 1 KM 50,000;535750,5352;6166265,882
06/04/2017 06:27;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;BICICLETA;CONDUCTOR;20;F;1;AUTO;RUTA 66 KM 25,000;578754,63;6159338
06/04/2017 06:15;COLONIA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;13;M;1;MOTO;RUTA 50 KM 21,500;442611,56;6206470,23
06/04/2017 06:15;COLONIA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;21;M;4;MOTO;RUTA 50 KM 21,500;442611,56;6206470,23
06/04/2017 13:20;CANELONES;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;BICICLETA;CONDUCTOR;61;F;9;AUTO;AVENIDA BRASIL ESQ. CHILE;571367,0399;6163258,665
08/04/2017 06:00;CANELONES;NACIONAL;DESPISTE;AUTO;CONDUCTOR;32;M;0;;RUTA 48 KM. 17,000;568005,39;6159151,22
08/04/2017 09:10;TACUAREMBO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;28;M;0;CAMIONETA;RUTA 5 KM. 252,500;544805,34;6371866,03
09/04/2017 01:30;FLORIDA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;47;M;0;AUTO;RUTA 5 RAMAL 10 KM 93,000;569500,6252;6225715,305
09/04/2017 05:56;MONTEVIDEO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;20;M;1;AUTO;SANTA LUCIA ESQ. CORONEL BOLOGNESI;571160,693;6142874,337
11/04/2017 18:52;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;71;F;1;OMNIBUS;ALMERIA ESQ. HIPOLITO YRIGOYEN;581513,441;6138288,493
12/04/2017 12:00;DURAZNO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;20;M;0;CAMION;RUTA 5 KM. 192,500;546761,94;6313049,9
12/04/2017 20:27;CANELONES;NACIONAL;DESPISTE;AUTO;CONDUCTOR;N;F;1;;RUTA 35 KM. 57,500;618879,9;6160157,37
13/04/2017 21:20;FLORIDA;DEPARTAMENTAL;CAÍDA;MOTO;CONDUCTOR;50;M;1;;DOCTOR LUIS ALBERTO DE HERRERA ESQ. RINCON;624692,3765;6226299,373
13/04/2017 19:30;TREINTA Y TRES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;70;M;0;CAMION;RUTA 8 KM. 281,000;740137,4;6316942,51
14/04/2017 13:10;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;PASAJERO;24;F;0;OMNIBUS;RUTA 8 KM. 69,000;631568,43;6164814,61
14/04/2017 13:10;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;PASAJERO;8;F;0;OMNIBUS;RUTA 8 KM. 69,000;631568,43;6164814,61
14/04/2017 13:10;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;CONDUCTOR;27;M;0;OMNIBUS;RUTA 8 KM. 69,000;631568,43;6164814,61
16/04/2017 10:57;MONTEVIDEO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;59;M;0;CAMIONETA;RUTA 5 ESQ. CAMINO LA REDENCION;567322,3062;6148743,626
17/04/2017 17:55;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;77;M;0;CAMION;CAMINO LECOQ ESQ. AV. MILLAN;568843,2268;6146137,894
18/04/2017 00:32;MONTEVIDEO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;33;M;0;CAMION;RUTA 102 KM. 44,500;570334,51;6151023,74
19/04/2017 08:30;TACUAREMBO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;CONDUCTOR;48;M;0;CAMIONETA;RUTA 5 KM 352,000;589258,87;6456397,13
19/04/2017 08:30;TACUAREMBO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;PASAJERO;44;F;1;CAMIONETA;RUTA 5 KM 352,000;589258,87;6456397,13
19/04/2017 08:30;TACUAREMBO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;PASAJERO;48;M;0;CAMIONETA;RUTA 5 KM 352,000;589258,87;6456397,13
19/04/2017 14:30;SAN JOSE;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;71;M;1;CAMION;RUTA 1 KM 43,600;541179,73;6162205,79
20/04/2017 11:00;MALDONADO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;22;M;12;CAMION;RUTA 10 KM 116,000;676088,52;6139253,86
23/04/2017 00:00;RIVERA;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;19;M;0;CAMION;GUIDO M. BRUM ESQ. ROTONDA DE CUELLO;638412,9846;6575787,298
22/04/2017 21:10;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;59;F;1;MOTO;AVENIDA JOSE BELLONI ESQ. CAMINO DOMINGO ARENA;578717,1536;6146922,362
23/04/2017 15:15;MALDONADO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;70;M;0;CAMIONETA;RUTA 10 KM 116,000;676088,52;6139253,86
23/04/2017 18:20;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;50;F;1;AUTO;RAMBLA REPUBLICA DEL PERU ESQ. SOLANO ANTUÑA;577738,8706;6135557,411
24/04/2017 11:05;MALDONADO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;35;M;0;CAMION;RUTA INTERBALNEARIA KM 109,800;671405,4043;6140507,518
24/04/2017 14:05;MONTEVIDEO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;21;M;0;MOTO;AVENIDA JOSE BELLONI ESQ. MONTECARLO;578915,0507;6144152,481
25/04/2017 07:55;FLORES;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;30;F;1;CAMION;BRASIL ESQ. WILSON FERREIRA ALDUNATE;509796,2229;6290778,38
25/04/2017 19:10;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;19;M;0;CAMIONETA;RUTA 101 KM. 23,500 ESQ. CNO. SAN JUAN;591077,4392;6148524,286
25/04/2017 23:50;MALDONADO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;78;M;0;MOTO;H. BARRIOS ESQ. SIMON DEL PINO;657290,4345;6141039,251
26/04/2017 23:00;RIVERA;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;68;M;0;;ARROYO CORONILLA  BALNEARIO EL CEIBAL;722538,5771;6484416,675
27/04/2017 12:30;MONTEVIDEO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;50;M;0;AUTO;AV. DAMASO ANTONIO LARRAÑAGA ESQ. CARRERAS NACIONALES;577917,0823;6143454,526
27/04/2017 21:50;CANELONES;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;68;M;0;;CESAR MAYO GUTIERREZ ESQ. 17 METROS;570682,408;6154314,16
27/04/2017 22:15;ARTIGAS;NACIONAL;DESPISTE;AUTO;CONDUCTOR;37;M;1;;RUTA 4 KM. 160,500;509281,7703;6613326,96
29/04/2017 16:50;DURAZNO;NACIONAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;64;M;1;MOTO;RUTA 5 ESQ. DOCTOR MORQUIO;544630,5799;6306028,979
29/04/2017 19:10;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;BICICLETA;CONDUCTOR;56;M;0;CAMIONETA;RUTA 33 KM 24,500;581195,98;6157363,99
30/04/2017 08:03;DURAZNO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;20;M;1;CAMION;RUTA 5 ESQ. PLAZA ARTIGAS;544866,2255;6306482,327
01/05/2017 06:50;ROCHA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;CONDUCTOR;35;M;0;MOTO;RUTA 16 KM 3,000;793437,78;6205544,74
02/05/2017 01:00;CANELONES;NACIONAL;CAÍDA;MOTO;CONDUCTOR;84;M;0;;RUTA 5 KM 47,900;566005,18;6181413,32
02/05/2017 09:29;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;44;M;1;CAMIONETA;RUTA 5 KM 27,000;569725,5892;6161016,088
03/05/2017 15:09;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;PASAJERO;1;M;2;CAMIONETA;RUTA 64 KM 11,000;577528,08;6188026,34
04/05/2017 19:05;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;PASAJERO;56;M;1;AUTO;RUTA 8 KM 36,500;599959,33;6159597,47
04/05/2017 21:45;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;33;M;0;AUTO;RUTA 5 KM 31,500;569456,16;6165875,92
06/05/2017 04:30;SAN JOSE;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;CONDUCTOR;25;M;0;CAMION;RUTA 1 KM 51,000;535032,19;6166121,29
06/05/2017 13:35;DURAZNO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;35;M;1;MOTO;MARTIN ETCHEGOYEN ESQ. GUSTAVO GALLINAL;544290,3581;6305405,431
07/05/2017 16:15;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;PASAJERO;22;M;6;AUTO;RUTA 102 KM 24,000;589014,74;6146893,46
09/05/2017 21:50;MALDONADO;NACIONAL;COLISIÓN CON OBSTÁCULO EN CALZADA;MOTO;CONDUCTOR;19;M;6;;RUTA 9 KM 135,500;688700,54;6152191,73
11/05/2017 15:45;SAN JOSE;NACIONAL;DESPISTE;CAMION;CONDUCTOR;52;M;0;;RUTA 3 KM. 138,000;523326,05;6242995,38
12/05/2017 04:55;RIVERA;DEPARTAMENTAL;CAÍDA;MOTO;CONDUCTOR;49;M;26;;PRESIDENTE VIERA ESQ. AVENIDA MANUEL ORIBE;639934,7915;6579252,541
13/05/2017 10:53;SALTO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;61;M;0;;RUTA 3 KM. 508,000;426668,14;6541758,69
14/05/2017 19:27;SALTO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;55;M;0;CAMION;AV. JOSE ENRIQUE RODO ESQ. DIEGO LAMAS;410843,5772;6527395,846
18/05/2017 13:10;ROCHA;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;6;M;0;MAQUINARIA INDUSTRIAL;CALLE 3 Y 5, BARRIO ESPAÑA;746152,7196;6183148,788
19/05/2017 20:10;MONTEVIDEO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;39;M;0;CAMION;BOULEVARD APARICIO SARAVIA ESQ. LUIS CAVIGLIA;580820,3925;6145859,168
21/05/2017 06:30;DURAZNO;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;25;M;0;;GENERAL FRUCTUOSO RIVERA ESQ. AVENIDA PETRINI;627701,2269;6310466,662
23/05/2017 18:10;DURAZNO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;BICICLETA;CONDUCTOR;59;M;1;CAMION;DAMASO ANTONIO LARRAÑAGA ESQ. JOSE BATLLE Y ORDOÑEZ;543729,755;6306752,503
24/05/2017 08:40;FLORIDA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMION;CONDUCTOR;30;M;0;CAMION;RUTA 5 KM 128,000;564905,98;6255813,96
24/05/2017 08:40;FLORIDA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMION;PASAJERO;28;M;0;CAMION;RUTA 5 KM 128,000;564905,98;6255813,96
24/05/2017 19:12;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;66;F;0;AUTO;RAMBLA O HIGGINS ESQ. ISMAEL;583277,2625;6138190,013
26/05/2017 22:20;MALDONADO;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;20;M;0;;RUTA 9 ZANJA ONDA;664630,1707;6149974,629
28/05/2017 02:40;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;28;M;0;;CAMINO CARLOS LOPEZ ESQ. CAMINO CORONEL RAIZ;573847,9698;6147935,687
31/05/2017 20:00;FLORIDA;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;70;M;4;MOTO;RIO CUAREIM ESQ. JOAQUIN REQUENA;554352,7858;6191487,693
01/06/2017 22:00;SORIANO;NACIONAL;CAÍDA;MOTO;CONDUCTOR;53;M;2;;RUTA 95 KM 6,000;379889,29;6300957,57
03/06/2017 15:37;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;73;M;1;AUTO;RUTA 8 KM 24,300;590102,66;6152919,26
04/06/2017 05:10;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;29;M;1;AUTO;RUTA 74 KM 28,000;588378,08;6156244,38
04/06/2017 07:38;MONTEVIDEO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;22;F;0;;RAMBLA FRANKLIN ROOSEVELT ESQ LA PAZ;573449,1042;6137819,396
05/06/2017 11:55;LAVALLEJA;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;84;M;1;CAMIONETA;CRISTOBAL COLON ESQ. WASHINGTON BELTRAN;662484,2398;6194476,16
06/06/2017 07:22;CANELONES;NACIONAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;66;M;1;MOTO;RUTA 101 KM 25,000;591236,56;6149355,46
06/06/2017 08:45;SAN JOSE;DEPARTAMENTAL;CAÍDA;MOTO;CONDUCTOR;71;M;0;;AGRACIADA ESQ. VEINTICINCO DE MAYO;535452,6092;6167764,658
06/06/2017 16:15;COLONIA;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;58;M;1;AUTO;DIECINUEVE DE ABRIL ESQ. TOMAS GOMEZ;381653,3319;6238455,32
07/06/2017 11:55;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;84;M;0;OMNIBUS;MARIANO MORENO ESQ. JOANICO;577170,6952;6139698,497
07/06/2017 18:30;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;CONDUCTOR;36;M;0;CAMION;RUTA 11 KM 114,000;580231,68;6181114,28
09/06/2017 06:15;MONTEVIDEO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;30;M;0;CAMION;MANUEL HERRERA Y OBES ESQ. BENITO RIQUET;570969,4907;6142271,438
11/06/2017 08:12;ROCHA;NACIONAL;ATROPELLO DE ANIMALES;AUTO;CONDUCTOR;70;M;0;;RUTA 9 KM 337,000;829131,4449;6265482,79
11/06/2017 08:12;ROCHA;NACIONAL;ATROPELLO DE ANIMALES;AUTO;PASAJERO;57;F;0;;RUTA 9 KM 337,000;829131,4449;6265482,79
11/06/2017 16:20;PAYSANDU;NACIONAL;DESPISTE;AUTO;PASAJERO;36;F;6;;RUTA 3 KM 395,500;412144,5925;6445514,693
11/06/2017 16:42;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;52;M;4;;CAMINO DE LAS TROPAS ESQ. CAMINO RUSSI;573119,6193;6153249,39
12/06/2017 11:30;ROCHA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;77;M;0;;RUTA 19 KM 15,800;816896,0288;6271718,502
12/06/2017 11:30;ROCHA;NACIONAL;DESPISTE;AUTO;PASAJERO;64;F;1;;RUTA 19 KM 15,800;816896,0288;6271718,502
12/06/2017 12:25;MONTEVIDEO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;CONDUCTOR;87;M;0;CAMION;RUTA 5 ESQ. CAMINO LUIS EDUARDO PEREZ;567829,2694;6147180,602
14/06/2017 18:36;SAN JOSE;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;51;M;0;;CARRETERA A VOULMINOT KM. 82,500;513567,4014;6171910,408
15/06/2017 18:30;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;BICICLETA;CONDUCTOR;46;M;0;CAMION;RUTA 64 KM 4,600;572880,48;6183633,8
16/06/2017 20:00;SAN JOSE;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;18;M;1;CAMION;AMADEO ALVIGINI ESQ. PRESBITERO MEREGGI;542533,6759;6195909,405
17/06/2017 02:23;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;26;M;0;AUTO;RUTA 8 KM 38,000;601460,56;6159481,2
18/06/2017 00:15;SAN JOSE;DEPARTAMENTAL;COLISIÓN CON OBSTÁCULO EN CALZADA;AUTO;CONDUCTOR;23;M;1;;AV. SANTIAGO RODRIGUEZ ESQ. CHALELA;542252,1587;6195270,17
17/06/2017 16:10;MONTEVIDEO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;59;M;8;AUTO;AVENIDA DON PEDRO DE MENDOZA ESQ.CAMINO DE LA PAZ;576204,0996;6151307,656
19/06/2017 04:20;COLONIA;NACIONAL;DESPISTE;OMNIBUS;CONDUCTOR;29;M;0;;RUTA 55 KM 27,000;425440,17;6244042,05
20/06/2017 18:15;COLONIA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;64;M;0;CAMIONETA;RUTA 22 KM 20,000;437181,67;6211688,04
21/06/2017 11:00;RIO NEGRO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;72;M;1;CAMION;DIECIOCHO DE JULIO ESQ. WILSON FERREIRA ALDUNATE;378766,742;6333918,517
21/06/2017 19:13;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;BICICLETA;CONDUCTOR;48;M;0;CAMIONETA;RUTA 5 KM 47,000;566451,02;6180665,36
18/06/2017 21:13;CANELONES;DEPARTAMENTAL;CAÍDA;MOTO;CONDUCTOR;34;M;1;;CALLE 32 ESQ 33;604907,7668;6151916,516
22/06/2017 16:10;CERRO LARGO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;45;F;1;AUTO;ISMAEL VELAZQUEZ ESQ. JOAQUIN DE PAZ ;839799,9998;6388056,557
23/06/2017 10:10;CANELONES;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;BICICLETA;CONDUCTOR;73;F;6;CAMIONETA;SAN JOSE DE CARRASCO ESQ. AVENIDA GENERAL ALVEAR;592242,4774;6143743,124
23/06/2017 12:00;COLONIA;DEPARTAMENTAL;DESPISTE;CAMIONETA;CONDUCTOR;59;M;1;;RINCÓN DEL REY ESQ. COLIBRI;475953,5938;6189682,687
23/06/2017 19:36;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;67;M;2;OMNIBUS;AVENIDA GENERAL FLORES ESQ. GENERAL ENRIQUE CASTRO;577709,3459;6144408,237
24/06/2017 00:40;CANELONES;DEPARTAMENTAL;CAÍDA;MOTO;CONDUCTOR;46;M;1;;JOSE DE LA RUBIERA ESQ. AVENIDA EMETRIO MENENDEZ;571020,0104;6160524,825
24/06/2017 02:45;CERRO LARGO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;PASAJERO;35;M;0;CAMION;RUTA 7 KM 293,000;700096,0447;6361368,245
24/06/2017 00:20;COLONIA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;CONDUCTOR;78;M;0;AUTO;RUTA 22 KM 10,500;428388,18;6215265,46
24/06/2017 10:24;CANELONES;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;64;M;0;;RUTA 11 KM 133,500;597712,11;6178072,81
25/06/2017 05:02;SAN JOSE;DEPARTAMENTAL;CAÍDA;MOTO;CONDUCTOR;20;M;24;;RUTA 1 VIEJA KM 28,800;554492,6347;6153744,79
27/06/2017 09:07;TACUAREMBO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;CONDUCTOR;88;M;0;CAMION;RUTA 5 Y RUTA 43;569050,99;6419302,34
27/06/2017 20:10;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMION;CONDUCTOR;42;M;0;CAMION;RUTA 6 KM 33,000;586365,63;6163898,06
29/06/2017 09:10;RIVERA;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;30;M;0;AUTO;RUTA 5 KM. 494,000;637789,11;6574740,39
29/06/2017 14:25;TACUAREMBO;DEPARTAMENTAL;CAÍDA;MOTO;CONDUCTOR;66;M;1;;CALLE 5 ESQ. JUAN ZORRILLA DE SAN MARTIN;546004,4111;6370020,081
30/06/2017 08:24;DURAZNO;NACIONAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;49;M;0;OMNIBUS;RUTA 14 KM 239,000;597421,3664;6322582,368
30/06/2017 13:00;CANELONES;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;AUTO;CONDUCTOR;50;M;0;CAMIONETA;RUTA 6 KM 37,200;586998,59;6167967,25
01/07/2017 08:38;PAYSANDU;NACIONAL;DESPISTE;AUTO;PASAJERO;34;M;0;;RUTA 3 KM 395,000;411574,27;6445068,86
01/07/2017 08:38;PAYSANDU;NACIONAL;DESPISTE;AUTO;PASAJERO;7;F;0;;RUTA 3 KM 395,000;411574,27;6445068,86
01/07/2017 11:00;CANELONES;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;26;M;0;;TOMAS ALDABALDE ESQ. CAMINO SACOMANI;569683,949;6153972,333
02/07/2017 22:35;MONTEVIDEO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;21;M;0;MOTO;CAMINO MALDONADO ESQ. AVENIDA JOSE BELLONI;579382,5058;6142663,323
03/07/2017 05:40;ARTIGAS;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;17;M;1;;RUTA 3 RAMAL 30 KM 23,600;459539,0427;6630231,487
03/07/2017 09:15;SORIANO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;65;M;0;;RUTA 96 KM 56,000;403708,31;6262049,59
03/07/2017 04:15;COLONIA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;52;M;0;;RUTA 21 KM 240,000;391080,03;6230295,9
03/07/2017 12:00;ARTIGAS;NACIONAL;DESPISTE;AUTO;PASAJERO;85;M;8;;RUTA Nº 4 KM. 163,000;509017,1865;6612665,5
03/07/2017 17:50;MALDONADO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMION;PASAJERO;38;M;0;CAMIONETA;RUTA 60 KM 16,000;661353,76;6154393,97
03/07/2017 17:50;MALDONADO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;PASAJERO;36;F;1;CAMION;RUTA 60 KM 16,000;661353,76;6154393,97
03/07/2017 17:50;MALDONADO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;CONDUCTOR;35;M;0;CAMION;RUTA 60 KM 16,000;661353,76;6154393,97
04/07/2017 04:10;DURAZNO;NACIONAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;60;M;0;CAMION;RUTA 5 KM 177,000;547684,12;6300094,65
05/07/2017 05:55;MALDONADO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;30;M;1;CAMIONETA;FRANKLIN DELANO ROOSEVELT ESQ. PASCUAL GATTAS;688801,524;6131542,575
05/07/2017 09:48;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;57;F;0;CAMION;BOULEVARD JOSE BATLLE Y ORDOÑEZ ESQ. AVENIDA GENERAL EUGENIO GARZON;571316,7995;6145801,548
05/07/2017 16:40;MONTEVIDEO;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;32;F;0;CAMIONETA;RUTA 1 ESQ. CAMINO MANUEL MARIA FLORES;559995,7274;6146760,91
06/07/2017 20:12;MONTEVIDEO;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;38;M;1;;RUTA 102 KM 31,000;583096,23;6149466,76
06/07/2017 20:40;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;81;F;1;AUTO;AVENIDA RAMON ANADOR ESQ. GENERAL THIEBAUT;579254,734;6138428,431
07/07/2017 14:10;RIO NEGRO;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;7;M;0;;RUTA 3 KM 296,000;448994,17;6370720,99
09/07/2017 03:55;PAYSANDU;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;20;M;0;CAMIONETA;AVENIDA DE LAS AMERICAS ESQ. RUTA 3;402370,4404;6428117,991
09/07/2017 13:35;CERRO LARGO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;19;M;1;AUTO;CAMINO SAN DIEGO ESQ. SEVERIANO GIL;772071,7589;6460038,191
09/07/2017 15:15;CERRO LARGO;DEPARTAMENTAL;COLISIÓN ENTRE VEHÍCULOS;MOTO;CONDUCTOR;64;M;1;AUTO;F. MATA ESQ. MANUEL A. LESTIDO;766895,9245;6415560,432
11/07/2017 23:10;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;56;M;0;AUTO;CAMINO CASTRO ESQ. DR. CARLOS MARIA DE PENA;572355,3286;6142951,117
12/07/2017 05:58;MONTEVIDEO;NACIONAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;80;M;0;CAMION;RUTA 1 KM. 13,000;563596,77;6143952,77
12/07/2017 07:00;CANELONES;NACIONAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;69;F;0;CAMIONETA;RUTA 11 KM 122,500;588452,08;6180680,73
12/07/2017 00:15;PAYSANDU;NACIONAL;COLISIÓN ENTRE VEHÍCULOS;CAMIONETA;CONDUCTOR;26;M;0;CAMION;RUTA 3 KM 452,000;415364,49;6495968,39
15/07/2017 17:08;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATÓN;PEATÓN;PEATÓN;41;F;3;AUTO;AVENIDA RAMON ANADOR ESQ. ANZANI;579011,0707;6138386,242
