Fecha y hora;Departamento;Jurisdicci®n ;Tipo de siniestro;VehÐculo;Rol;Edad;Sexo;Fallecido a los (DÐas);Otro vehÐculo;Lugar del Siniestro
13/12/2013 01:40;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;42;M;1;OMNIBUS;GALICIA esq. YI
13/12/2013 19:30;CERRO LARGO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;51;M;2;MOTO;CONTINUACION HIGUERAS esq. CONCORDIA
14/12/2013 07:00;SORIANO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;21;M;0;;AVENIDA ASENCIO esq. CRISTOBAL COLON
15/12/2013 04:30;CERRO LARGO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;68;M;0;CAMIONETA;RUTA 8 km. 402
17/12/2013 09:30;CERRO LARGO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;72;M;10;CAMIONETA;JOAQUIN ANTONIO GUNDIN esq. DIEZ DE JUNIO
17/12/2013 18:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;50;M;0;CAMIONETA;GENERAL ARTIGAS esq. CARLOS ROXLO
17/12/2013 20:05;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;61;M;1;OMNIBUS;AVENIDA DOCTOR CARLOS MARIA RAMIREZ esq. MANUEL HERRERA Y OBES
20/12/2013 14:50;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;F;0;AUTO;RUTA 36 km. 29700
20/12/2013 19:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;61;F;3;AUTO;AVENIDA DON PEDRO DE MENDOZA esq. CAMINO CAPITAN CORALIO LACOSTA
21/12/2013 13:40;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;9;F;1;AUTO;RUTA 6 km. 41
22/12/2013 17:15;SAN JOSE;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;35;M;19;;CAMINO DE LA COSTA km. 12
23/12/2013 16:45;CANELONES;NACIONAL;VUELCO;AUTO;CONDUCTOR;38;M;1;;RUTA 12 Km 82
23/12/2013 17:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;44;M;0;CAMION;RUTA 12 Km 79,700
24/12/2013 17:15;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;44;F;6;MOTO;GRECIA esq. AVENIDA DOCTOR CARLOS MARIA RAMIREZ
25/12/2013 01:55;SAN JOSE;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;AUTO;RUTA 1 vieja km. 29,100
25/12/2013 14:00;CANELONES;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;30;F;5;;CAMINO TOMAS BERRETA a 2 km. de Ruta 84
26/12/2013 10:50;DURAZNO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;26;F;5;AUTO;RUTA 5 km. 178
27/12/2013 08:35;LAVALLEJA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;2;F;1;CAMIONETA;JOSE ENRIQUE RODO esq. CORONEL B. SILVEIRA
28/12/2013 20:20;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;82;M;0;CAMIONETA;RUTA 22 km. 39,500
29/12/2013 14:50;LAVALLEJA;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;53;M;0;;RUTA 8 km. 215,200
30/12/2013 00:00;CANELONES;NACIONAL;DESPISTE;MOTO;CONDUCTOR;39;M;0;;RUTA 8 km. 28,700
31/12/2013 08:50;ARTIGAS;NACIONAL;DESPISTE;AUTO;PASAJERO;61;F;0;;RUTA 30 km. 164,800
31/12/2013 19:30;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;36;M;1;AUTO;RUTA 9 km. 321
31/12/2013 21:11;RIVERA;DEPARTAMENTAL;CAIDA;CAMION;PASAJERO;17;M;0;;DOCTOR RAUL PARODI esq. LALO MENDOZA
