Fecha y hora;Departamento;Jurisdicci®n ;Tipo de siniestro;VehÐculo;Rol;Edad;Sexo;Fallecido a los (DÐas);Otro vehÐculo;Lugar del Siniestro
01/09/2013 19:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;M;9;MOTO;CAMINO EL PANTANAL a 600 m de RUTA 39
01/09/2013 23:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;26;M;0;CAMIONETA;BENITO NARDONE esq. CORCEGA 
02/09/2013 16:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;65;M;1;OMNIBUS;FLAMMARION esq. PEDRO COSIO
03/09/2013 16:20;TREINTA Y TRES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;69;M;8;CAMION;ROTONDA  MARCELO BARRETO esq. DE TROPAS
03/09/2013 17:40;CERRO LARGO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;73;M;0;CAMIONETA;RUTA 26 esq. NARCISO GARC?A
04/09/2013 19:00;ROCHA;NACIONAL;CAIDA;MOTO;CONDUCTOR;72;M;1;;RUTA 15 km. 159
06/09/2013 06:30;CANELONES;NACIONAL;DESPISTE;MOTO;CONDUCTOR;42;M;0;;RUTA 8 km. 39
06/09/2013 19:45;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;55;F;2;AUTO;RUTA 10 esq. CALLE 5 
06/09/2013 22:55;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;CAMION;FILIPINAS esq. AVENIDA DOCTOR CARLOS MARIA RAMIREZ
08/09/2013 19:00;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;52;F;0;CAMION;RUTA 6 km. 110
09/09/2013 19:45;COLONIA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;29;M;0;MOTO;JOSE BATLLE Y ORDOóEZ esq. AUSTRIA
10/09/2013 17:58;FLORES;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;20;M;0;CAMION;Ruta 14 Km. 158
10/09/2013 17:58;FLORES;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;15;M;0;CAMION;Ruta 14 Km. 158
11/09/2013 15:10;SAN JOSE;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;11;F;1;AUTO;Ruta 1 km 47
12/09/2013 20:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;49;M;1;AUTO;DOCTOR POUEY esq. JUAN ORTIZ
13/09/2013 06:50;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;64;M;0;CAMION;RUTA INTERBALNEARIA Km. 25.800
14/09/2013 10:10;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;45;M;1;OMNIBUS;AVENIDA OCHO DE OCTUBRE esq. AVENIDA DIECIOCHO DE JULIO
14/09/2013 11:20;RIO NEGRO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;72;M;3;AUTO;RUTA PUENTE PUERTO esq. CAMINO AL RIO URUGUAY
15/09/2013 08:42;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;59;M;0;;RAMBLA O HIGGINS esq. GRITO DE GLORIA
15/09/2013 20:24;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;36;F;0;AUTO;RUTA 2 km. 261
15/09/2013 20:24;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;29;F;0;AUTO;RUTA 2 km. 261
15/09/2013 20:24;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;4;F;1;AUTO;RUTA 2 km. 261
15/09/2013 20:24;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;29;M;0;AUTO;RUTA 2 km. 261
16/09/2013 00:00;LAVALLEJA;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;31;M;0;AUTO;DOMINGO PEREZ esq. JOSE ELLAURI
16/09/2013 21:10;TACUAREMBO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;51;M;0;;RUTA 5 km. 334,3
17/09/2013 19:55;TACUAREMBO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;37;M;1;MOTO;RUTA 26 km. 347
18/09/2013 10:35;SAN JOSE;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;N;M;1;MOTO;BOREAL esq. GOLET
18/09/2013 13:20;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;CAMION;CONDUCTOR;63;M;0;AUTO;AVENIDA ALFONSINA STORNI esq. MARIA EUGENIA VAZ FERREIRA
18/09/2013 16:06;CANELONES;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;60;F;5;AUTO;AVENIDA RACINE esq. AVENIDA DE LAS AMERICAS
19/09/2013 20:30;MONTEVIDEO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;32;M;1;;JOSE MARIA BUYO esq. FRANCISCA GONZALEZ BARROSO
20/09/2013 16:20;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;78;M;1;AUTO;VILARDEBO esq. ARROYO GRANDE
20/09/2013 21:55;CANELONES;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;71;M;1;;PAYSANDU esq. WILSON FERREIRA
22/09/2013 01:55;FLORIDA;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;55;M;1;MOTO;RAMAL RUTA 5 km. 98
22/09/2013 10:25;MONTEVIDEO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;48;F;1;CAMION;RUTA DE ACCESO esq. AVENIDA DOCTOR SANTIN CARLOS ROSSI
23/09/2013 16:44;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;81;M;4;AUTO;GRECIA esq. BERNA
24/09/2013 12:45;SAN JOSE;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;F;1;CAMION;CONSTITUCION esq. 25 DE AGOSTO
25/09/2013 14:10;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;88;F;1;OMNIBUS;COLONIA esq. EDUARDO ACEVEDO
27/09/2013 17:50;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;62;M;0;MOTO;LOS NOGALES esq. LAS ALELIES
28/09/2013 01:55;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;0;OMNIBUS;AVENIDA GENERAL EUGENIO GARZON esq. CAMINO CARMELO COLMAN
28/09/2013 18:15;CANELONES;DEPARTAMENTAL;CAIDA;AUTO;PASAJERO;10;M;0;;ANDRES LECUNA esq. RUTA 11
30/09/2013 01:29;MALDONADO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;58;M;0;CAMION ESTAC.;AV. CAMINO DE LOS GAUCHOS esq. CARACARA
30/09/2013 22:18;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;53;M;0;OMNIBUS;RIO NEGRO esq. SAN JOSE
01/10/2013 22:00;RIVERA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;28;F;0;AUTO;GENERAL JUAN ANTONIO LAVALLEJA esq. DANIEL FERNANDEZ CRESPO
02/10/2013 06:45;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;31;M;1;CAMIONETA;DOCTOR CARLOS MARIA DE PENA esq. OBERA
02/10/2013 12:29;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;31;F;0;OMNIBUS;AVENIDA JOSE BELLONI esq. HELVECIA
02/10/2013 20:00;CANELONES;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;53;F;0;CAMIONETA;MAR DE AJO esq. AVENIDA SECCO GARCIA
02/10/2013 21:10;DURAZNO;NACIONAL;DESPISTE;AUTO;PASAJERO;51;F;1;;RUTA 6 km. 212
03/10/2013 14:45;RIVERA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;62;M;0;OMNIBUS;RUTA 30 km. 235
03/10/2013 16:55;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;1;CAMIONETA;RUTA 11 km. 100
04/10/2013 09:50;SALTO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;59;M;0;;CAMINO VECINAL A 1 km DE RUTA 31 KM 160 
05/10/2013 19:30;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;19;M;1;MOTO;CONTINUACION 17 METROS Y 5
05/10/2013 20:20;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;62;M;0;AUTO;RUTA 11 km. 142,700
06/10/2013 06:24;CERRO LARGO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;29;M;1;;GENERAL JUSTINO MUNIZ esq. MANUEL A. LESTIDO
06/10/2013 20:06;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;40;M;0;AUTO;AVENIDA BOLIVIA esq. DOCTOR ELIAS REGULES
08/10/2013 01:41;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;AUTO;VERONA esq. AGRIGENTO
08/10/2013 10:44;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;45;F;9;CAMION;AVENIDA ANTONIO LUSSICH esq. FIRENSE
10/10/2013 02:20;FLORIDA;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;42;M;0;CAMION ESTAC.;GENERAL JOSE G. ARTIGAS  esq. TIMOTEO APARICIO
10/10/2013 19:07;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;MOTO;CONDUCTOR;18;M;0;PEATON;VERDUN esq. CAMINO CIBILS
11/10/2013 06:00;PAYSANDU;NACIONAL;DESPISTE;AUTO;CONDUCTOR;47;M;0;;RUTA 3 km. 390
11/10/2013 21:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;71;M;0;CAMIONETA;RUTA 7 km. 71,500
13/10/2013 06:20;CANELONES;NACIONAL;DESPISTE;MOTO;CONDUCTOR;56;M;0;;RUTA 35 km. 59,500
16/10/2013 21:58;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;40;M;1;AUTO;AVENIDA JOSE PEDRO VARELA esq. CAMINO CORRALES
16/10/2013 22:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;49;M;0;CAMION;RUTA 1 km. 38
19/10/2013 16:30;MALDONADO;NACIONAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;61;M;0;;RUTA 9 km. 125,500
19/10/2013 18:00;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;54;M;1;;CAMINO DON BOSCO esq. PASAJE B --VILLA GARCIA NORTE--
20/10/2013 01:15;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;18;F;1;AUTO;PEDRO ZUFRIATEGUI esq. CALLE 4
20/10/2013 03:05;MONTEVIDEO;NACIONAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;38;M;0;;RUTA 5 esq. CAMINO DE LAS TROPAS --CERRO NORTE - LA PALOMA--
20/10/2013 13:50;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;75;M;1;CAMIONETA;GUAYABO esq. MINAS
20/10/2013 18:10;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;11;F;0;AUTO;RUTA 9 km. 66
21/10/2013 18:30;SORIANO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;47;F;18;MOTO;HECTOR SAAVEDRA esq. SORIANO
22/10/2013 10:50;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;43;M;0;AUTO;GENERAL APARICIO SARAVIA esq. BOTICELLI
22/10/2013 11:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;1;AUTO;AVENIDA ESPAóA esq. AVENIDA JOAQUIN DE VIANA (EX ARTIGAS)
22/10/2013 21:30;ROCHA;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;27;M;0;MOTO;CALLE DE ACCESO BARRIO PEREIRA
24/10/2013 00:40;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;AUTO;AVENIDA JOSE BELLONI esq. CAMINO GENERAL LEANDRO GOMEZ
24/10/2013 22:00;MONTEVIDEO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;32;M;6;CAMION ESTAC.;CAMINO EDISON esq. LUCRECIO
25/10/2013 19:30;LAVALLEJA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;48;M;2;;CAMINO VECINAL DE PARAJE SAUCE
26/10/2013 03:10;CANELONES;DEPARTAMENTAL;DESPISTE;MOTO;PASAJERO;17;M;0;;CAMINO EL GALLO  esq. EUDORO MELLO
26/10/2013 05:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;27;F;2;AUTO;HUM esq. FRANCISCO DE LEMOS
26/10/2013 11:20;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;1;OMNIBUS;CAMINO CARRASCO esq. CAMINO PAVIA
26/10/2013 22:30;COLONIA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;27;M;1;BICICLETA;OCHO DE OCTUBRE esq. CALERA DE LAS HUERFANAS
27/10/2013 02:15;LAVALLEJA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;0;CAMIONETA;RUTA 39 km. 101
27/10/2013 15:20;ARTIGAS;NACIONAL;DESPISTE;AUTO;PASAJERO;1;M;0;;RUTA 30 km. 167
27/10/2013 23:30;CANELONES;NACIONAL;DESPISTE;AUTO;PASAJERO;25;F;1;;RUTA 11 km. 158
28/10/2013 14:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;81;M;0;CAMION;RUTA 9 esq. RUTA 104
28/10/2013 14:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;78;F;0;CAMION;RUTA 9 esq. RUTA 104
28/10/2013 16:40;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;73;F;2;OMNIBUS;GUADALUPE esq. AVENIDA GENERAL GARIBALDI
28/10/2013 19:30;CERRO LARGO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;41;M;0;CAMION;RUTA 26 esq. RUTA 7
29/10/2013 07:45;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;CAMION;INDIO MIGUEL esq. FRATERNIDAD
29/10/2013 14:30;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;23;M;0;CAMION;POLONIA esq. SUECIA
29/10/2013 22:20;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;44;M;1;OMNIBUS;DOCTOR POUEY esq. TALCA
01/11/2013 07:15;PAYSANDU;NACIONAL;DESPISTE;AUTO;PASAJERO;30;M;0;;RUTA 90 km. 81,100
02/11/2013 21:30;CANELONES;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;59;M;0;;MIGUEL FURRIOL esq. GENERAL ARTIGAS
03/11/2013 02:55;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;39;M;0;;RAMBLA DOCTOR BALTASAR BRUM esq. INGENIERO JUAN ALBERTO CAPURRO
03/11/2013 09:40;MALDONADO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;29;M;0;;CAMINO LOS FLAMENCOS
04/11/2013 15:00;MALDONADO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;28;M;0;;BENITO NARDONE esq. AREQUITA
04/11/2013 23:15;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;36;F;1;AUTO;COIMBRA esq. AVENIDA GENERAL JOSE MARIA PAZ
08/11/2013 01:00;CANELONES;DEPARTAMENTAL;ATROPELLO DE PEATON;MOTO;PEATON;61;M;0;MOTO;ELIAS REGULES esq. COSTA RICA
08/11/2013 13:15;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;19;M;12;AUTO;AVENIDA SORIANO esq. DOCTOR JOSE VEROCAY
08/11/2013 17:25;LAVALLEJA;NACIONAL;COLISION ENTRE VEHICULOS;OMNIBUS;PASAJERO;61;F;1;CAMION;RUTA 8 km. 162
08/11/2013 17:25;LAVALLEJA;NACIONAL;COLISION ENTRE VEHICULOS;OMNIBUS;PASAJERO;71;F;2;CAMION;RUTA 8 km. 162
09/11/2013 07:00;RIO NEGRO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;19;M;1;;DIECIOCHO DE JULIO esq. SIN NOMBRE
09/11/2013 17:20;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;80;M;18;MOTO;ZABALA esq. BULEVAR ARTIGAS
09/11/2013 18:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;86;M;3;CAMIONETA;VEINTIUNO DE SETIEMBRE esq. FRANCISCO VIDAL
09/11/2013 19:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;47;M;0;BICICLETA;AVENIDA DE LAS AMERICAS esq. AVENIDA A LA PLAYA
09/11/2013 19:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;52;M;0;MOTO;AVENIDA DE LAS AMERICAS esq. AVENIDA A LA PLAYA
09/11/2013 20:30;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;16;M;0;MOTO;CAMINO PASO DE LA ESPAóOLA esq. ARGOS
09/11/2013 20:30;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;MOTO;CAMINO PASO DE LA ESPAóOLA esq. ARGOS
10/11/2013 03:20;MALDONADO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;21;M;3;;PASAJE LAS ROSAS casi El Basurero
10/11/2013 05:35;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;31;M;0;MOTO;RUTA 52 Km 122,100
10/11/2013 05:35;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;27;M;0;MOTO;RUTA 52 Km 122,100
13/11/2013 21:20;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;60;M;0;OMNIBUS;RUTA 6 KM 21.600
14/11/2013 19:00;CANELONES;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;86;M;1;MOTO;DOCTOR POUEY esq. DOCTOR BARRIOS AMORIN
14/11/2013 21:10;ROCHA;DEPARTAMENTAL;ATROPELLO DE ANIMALES;MOTO;CONDUCTOR;76;M;5;;SAMUEL PRILIAC esq. ARROYO SAN MIGUEL
15/11/2013 16:20;CANELONES;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;11;F;1;AUTO;CESAR MAYO GUTIERREZ esq. BOULEVARD BOLIVAR
15/11/2013 16:30;DURAZNO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;16;M;1;BICICLETA;JOSE BATLLE Y ORDOóEZ esq. DOCTOR RAUL SANTINI PELUFFO
16/11/2013 04:23;COLONIA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;20;M;1;;DIECINUEVE DE ABRIL esq. DEFENSA
17/11/2013 03:00;CERRO LARGO;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;25;M;0;;RUTA 18 km. 4
18/11/2013 10:15;MALDONADO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;60;F;0;CAMION;CAMINO VECINAL
19/11/2013 12:30;FLORES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;57;F;1;CAMION;RUTA 3 km. 186
21/11/2013 20:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;60;F;11;AUTO;RUTA 8 km. 60
23/11/2013 00:45;RIVERA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;17;M;1;MOTO;GUIDO MACHADO BRUM esq. TORRES DE MEDEIROS
23/11/2013 17:22;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;N;M;3;AUTO;DOCTOR CARLOS MARIA DE PENA esq. FRAY GENEROSO PEREZ
24/11/2013 02:15;CANELONES;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;74;M;0;AUTO;RUTA 8 VIEJA km. 59700
24/11/2013 05:30;CANELONES;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;27;M;0;;AVENIDA INGENIERO LUIS GIANNATTASIO esq. AV. A LA PLAYA
24/11/2013 07:15;TACUAREMBO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;48;M;4;MOTO;GENERAL MANUEL ORIBE esq. VEINTICINCO DE AGOSTO
24/11/2013 09:30;PAYSANDU;DEPARTAMENTAL;ATROPELLO DE ANIMALES;MOTO;PASAJERO;77;F;6;;BOULEVARD GENERAL JOSE G. ARTIGAS esq. DAMASO ANTONIO LARRAóAGA
26/11/2013 19:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;CAMIONETA;AVENIDA BOLIVIA esq. CON. A SANTOS LUGARES
26/11/2013 20:10;COLONIA;NACIONAL;COLISION CON OBSTACULO;AUTO;PASAJERO;N;M;0;;RUTA 50 Km. 13
26/11/2013 20:10;COLONIA;NACIONAL;COLISION CON OBSTACULO;AUTO;PASAJERO;74;F;0;;RUTA 50 Km. 13
26/11/2013 20:10;COLONIA;NACIONAL;COLISION CON OBSTACULO;AUTO;PASAJERO;84;F;0;;RUTA 50 Km. 13
28/11/2013 16:50;RIO NEGRO;DEPARTAMENTAL;DESPISTE;TRACTOR;CONDUCTOR;18;M;0;;Acceso Sur, Km. 9.500 
28/11/2013 17:00;ARTIGAS;NACIONAL;DESPISTE;AUTO;CONDUCTOR;41;M;0;;RUTA 30 km. 151
29/11/2013 17:00;MALDONADO;NACIONAL;DESPISTE;AUTO;PASAJERO;69;M;1;;RUTA 93 km. 116 - ROTONDA CLUB DEL LAGO
29/11/2013 17:25;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;78;F;1;CAMIONETA;BOULEVARD GENERAL ARTIGAS esq. AVELINO MIRANDA
30/11/2013 04:00;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;MOTO;PASAJERO;16;F;14;;CAMINO MALDONADO esq. CAMINO CHACARITA DE LOS PADRES
30/11/2013 16:30;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;37;F;0;;RUTA 3 km. 464
30/11/2013 16:30;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;60;M;1;;RUTA 3 km. 464
01/12/2013 04:15;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;19;M;0;;CAMINO FRANCISCO LECOCQ esq. BOULEVARD JOSE BATLLE Y ORDOóEZ
01/12/2013 21:50;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;N;M;0;CAMION;RUTA 21 km. 259
02/12/2013 03:00;CERRO LARGO;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;5;M;0;;RUTA 44 Km. 38,800
02/12/2013 15:55;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;29;M;0;CUADRICICLO;GRECIA esq. AUSTRIA
02/12/2013 18:20;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;OMNIBUS;CONDUCTOR;23;F;0;CAMION;BOULEVARD APARICIO SARAVIA esq. JACINTO TRAPANI
04/12/2013 06:10;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;M;0;CAMIONETA;AVENIDA OCHO DE OCTUBRE esq. ALFEREZ REAL
06/12/2013 21:30;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;27;F;1;CAMIONETA;RUTA 1 esq. CAMINO DE LA CAPILLA
07/12/2013 12:32;FLORIDA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;1;AUTO;FIGUEREDO esq. LUIS EDUARDO PEREZ
07/12/2013 17:20;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;46;M;1;CAMIONETA;RUTA 87 km. 47 - Arroyo Tropa Vieja
08/12/2013 08:20;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;51;M;0;CAMION;RUTA 3 km. 359,500
09/12/2013 11:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;86;M;2;CAMIONETA;GENERAL AGUILAR esq. MELO
09/12/2013 14:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;16;M;1;CAMIONETA;CAMINO CARMELO COLMAN esq. DIECIOCHO DE JULIO
11/12/2013 13:40;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;OMNIBUS;BERNA esq. POLONIA
11/12/2013 19:50;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;M;1;AUTO;DOCTOR POUEY esq. DOCTOR FRANCISCO SOCA
12/12/2013 17:40;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;17;M;0;OMNIBUS;RIO DE JANEIRO esq. INGLATERRA
12/12/2013 19:30;CANELONES;NACIONAL;CAIDA;MOTO;CONDUCTOR;35;M;0;PEATON;RUTA 107 Km.20
12/12/2013 20:20;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;56;M;1;AUTO;RUTA 5 km. 94
